query_pid,query_wid,n_rel,s1_rel_ranks,s1_first,s1_ap,s1_top1,cov_K5,hyb_first_K5,hyb_ap_K5,hyb_top1_K5,rr_first_K5,rr_ap_K5,hub_first_K5,hub_ap_K5,hub_top1_K5,cov_K10,hyb_first_K10,hyb_ap_K10,hyb_top1_K10,rr_first_K10,rr_ap_K10,hub_first_K10,hub_ap_K10,hub_top1_K10,cov_K20,hyb_first_K20,hyb_ap_K20,hyb_top1_K20,rr_first_K20,rr_ap_K20,hub_first_K20,hub_ap_K20,hub_top1_K20,cov_K30,hyb_first_K30,hyb_ap_K30,hyb_top1_K30,rr_first_K30,rr_ap_K30,hub_first_K30,hub_ap_K30,hub_top1_K30,cov_K50,hyb_first_K50,hyb_ap_K50,hyb_top1_K50,rr_first_K50,rr_ap_K50,hub_first_K50,hub_ap_K50,hub_top1_K50,cov_K100,hyb_first_K100,hyb_ap_K100,hyb_top1_K100,rr_first_K100,rr_ap_K100,hub_first_K100,hub_ap_K100,hub_top1_K100,cov_K200,hyb_first_K200,hyb_ap_K200,hyb_top1_K200,rr_first_K200,rr_ap_K200,hub_first_K200,hub_ap_K200,hub_top1_K200,cov_K500,hyb_first_K500,hyb_ap_K500,hyb_top1_K500,rr_first_K500,rr_ap_K500,hub_first_K500,hub_ap_K500,hub_top1_K500
P_74989,W_272,12,1;2;3;4;11;12;15;16;18;34;38;59,1,0.6006827735824956,P_11246,4,1,0.58401611,P_11246,1,0.58401611,1,0.58401611,P_11235,4,2,0.47469071,P_13440,2,0.4641087,2,0.47469071,P_13440,9,3,0.41609653,P_13440,6,0.36987281,4,0.40698777,P_13440,9,7,0.31454117,P_13440,8,0.30199848,4,0.34544497,P_13440,11,11,0.2309997,P_13440,14,0.21370476,6,0.26239275,P_13440,12,22,0.13307638,P_13440,27,0.11471895,11,0.16286182,P_13440,12,44,0.06953627,P_13440,58,0.05651652,19,0.09097568,P_13440,12,71,0.03640582,P_13440,123,0.02518338,38,0.04785374,P_72963
P_749991,W_13873,12,121;165;289;322;775;876;1460;1896;2530;3420;4683;5344,121,0.006381602941160986,P_685414,0,121,0.0063816,P_170912,121,0.0063816,121,0.0063816,P_170912,0,121,0.0063816,P_170912,121,0.0063816,121,0.0063816,P_170912,0,121,0.0063816,P_170912,121,0.0063816,121,0.0063816,P_170912,0,121,0.0063816,P_170912,121,0.0063816,121,0.0063816,P_170912,0,121,0.0063816,P_170912,121,0.0063816,121,0.0063816,P_170912,0,121,0.0063816,P_170912,121,0.0063816,121,0.0063816,P_170912,2,1,0.0984328,P_145397,1,0.09992089,1,0.17134946,P_145397,4,1,0.10104899,P_145397,1,0.10072941,1,0.18141202,P_145397
P_750029,W_64650,12,260;490;943;1279;2393;2872;3191;3273;3626;4040;4675;6065,260,0.00269515571401632,P_392407,0,260,0.00269516,P_7816,260,0.00269516,260,0.00269516,P_309281,0,260,0.00269516,P_7816,260,0.00269516,260,0.00269516,P_309281,0,260,0.00269516,P_521404,260,0.00269516,260,0.00269516,P_521404,0,260,0.00269516,P_521404,260,0.00269516,260,0.00269516,P_521404,0,260,0.00269516,P_521404,260,0.00269516,260,0.00269516,P_521404,0,260,0.00269516,P_521404,260,0.00269516,260,0.00269516,P_521404,0,260,0.00269516,P_548959,260,0.00269516,260,0.00269516,P_548959,2,225,0.00284004,P_548959,218,0.00286722,181,0.00290341,P_548959
P_750039,W_11535,12,119;136;170;345;452;476;1456;2604;2752;4206;4530;7159,119,0.00780414631742737,P_794980,0,119,0.00780415,P_447795,119,0.00780415,119,0.00780415,P_447795,0,119,0.00780415,P_447795,119,0.00780415,119,0.00780415,P_447795,0,119,0.00780415,P_500706,119,0.00780415,119,0.00780415,P_786740,0,119,0.00780415,P_500706,119,0.00780415,119,0.00780415,P_786740,0,119,0.00780415,P_500706,119,0.00780415,119,0.00780415,P_786740,0,119,0.00780415,P_500706,119,0.00780415,119,0.00780415,P_786740,3,39,0.01400068,P_70785,30,0.01553622,6,0.02825739,P_786740,6,2,0.06629171,P_70785,1,0.12387124,4,0.09315657,P_786740
P_750127,W_132642,12,26;42;150;235;288;506;630;1359;1371;1548;1594;2667,26,0.016145274116536847,P_505298,0,26,0.01614527,P_265765,26,0.01614527,26,0.01614527,P_265765,0,26,0.01614527,P_265765,26,0.01614527,26,0.01614527,P_265765,0,26,0.01614527,P_265765,26,0.01614527,26,0.01614527,P_265765,1,2,0.05460681,P_265765,1,0.09627348,1,0.09627348,P_419710,2,1,0.120083,P_419710,1,0.13397189,1,0.17563856,P_419710,2,1,0.12563856,P_419710,1,0.11313856,1,0.17563856,P_419710,3,2,0.06158998,P_23483,7,0.03076671,1,0.20869411,P_419710,5,3,0.04156266,P_755220,14,0.01780227,1,0.23183902,P_419710
P_750158,W_12795,12,50;81;199;580;1199;2419;3593;4240;4617;4712;6217;6707,50,0.007064907814361529,P_729511,0,50,0.00706491,P_114082,50,0.00706491,50,0.00706491,P_114082,0,50,0.00706491,P_114082,50,0.00706491,50,0.00706491,P_114082,0,50,0.00706491,P_114082,50,0.00706491,50,0.00706491,P_114082,0,50,0.00706491,P_114082,50,0.00706491,50,0.00706491,P_114082,1,33,0.00792349,P_114082,31,0.00808641,33,0.00792349,P_114082,2,53,0.00666734,P_114082,53,0.006686,56,0.00656483,P_9286,3,17,0.00999589,P_52066,11,0.0125632,58,0.00629814,P_52066,3,44,0.00514981,P_474446,52,0.00477657,140,0.00378297,P_293487
P_750169,W_14620,12,228;465;506;601;653;719;859;966;1309;1480;2036;2076,228,0.006543272902800389,P_21527,0,228,0.00654327,P_417562,228,0.00654327,228,0.00654327,P_417562,0,228,0.00654327,P_643259,228,0.00654327,228,0.00654327,P_643259,0,228,0.00654327,P_643259,228,0.00654327,228,0.00654327,P_643259,0,228,0.00654327,P_643259,228,0.00654327,228,0.00654327,P_643259,0,228,0.00654327,P_127888,228,0.00654327,228,0.00654327,P_643259,0,228,0.00654327,P_550551,228,0.00654327,228,0.00654327,P_550551,0,228,0.00654327,P_550551,228,0.00654327,228,0.00654327,P_550551,2,3,0.06137491,P_422793,2,0.08081935,1,0.17248602,P_419255
P_750171,W_150625,12,42;69;99;156;718;722;827;1016;1788;1831;1986;3382,42,0.013327790873856367,P_426120,0,42,0.01332779,P_106883,42,0.01332779,42,0.01332779,P_426120,0,42,0.01332779,P_106883,42,0.01332779,42,0.01332779,P_426120,0,42,0.01332779,P_106883,42,0.01332779,42,0.01332779,P_426120,0,42,0.01332779,P_106883,42,0.01332779,42,0.01332779,P_44584,1,25,0.014677,P_395607,21,0.01531192,5,0.02801033,P_44584,3,32,0.01920381,P_395607,25,0.02062644,6,0.03565132,P_44584,4,4,0.03597271,P_395607,2,0.05689193,1,0.12249791,P_795617,4,4,0.03086858,P_395607,4,0.0302199,1,0.11329613,P_795617
P_750181,W_132490,12,106;825;1250;1265;2152;2179;2567;5169;6266;6768;7996;10033,106,0.002688120729342699,P_723466,0,106,0.00268812,P_279792,106,0.00268812,106,0.00268812,P_723466,0,106,0.00268812,P_547838,106,0.00268812,106,0.00268812,P_64597,0,106,0.00268812,P_265545,106,0.00268812,106,0.00268812,P_265545,0,106,0.00268812,P_39953,106,0.00268812,106,0.00268812,P_39953,0,106,0.00268812,P_39953,106,0.00268812,106,0.00268812,P_39953,0,106,0.00268812,P_39953,106,0.00268812,106,0.00268812,P_39953,1,15,0.00745751,P_39953,15,0.00745751,2,0.04356862,P_39953,1,15,0.00745751,P_39953,20,0.00606862,2,0.04356862,P_39953
P_750191,W_64652,12,4;207;245;466;996;1055;1060;2256;2468;3749;4274;5770,4,0.026026255106408894,P_752917,1,1,0.08852626,P_753202,1,0.08852626,1,0.08852626,P_753202,1,2,0.04685959,P_747049,2,0.04685959,1,0.08852626,P_753202,1,3,0.0329707,P_747049,4,0.02602626,1,0.08852626,P_753202,1,3,0.0329707,P_747049,5,0.02185959,1,0.08852626,P_753202,1,6,0.01908181,P_278916,8,0.01560959,1,0.08852626,P_753202,1,7,0.01709768,P_278916,13,0.01160318,1,0.08852626,P_753202,1,11,0.01276868,P_703415,18,0.00982255,1,0.08852626,P_753202,4,1,0.09568709,P_419256,1,0.09201279,1,0.17491239,P_419256
P_750193,W_132541,12,166;630;690;765;1153;1322;1363;2776;2972;3751;5709;7337,166,0.003743708103151345,P_195412,0,166,0.00374371,P_527741,166,0.00374371,166,0.00374371,P_195412,0,166,0.00374371,P_527741,166,0.00374371,166,0.00374371,P_195412,0,166,0.00374371,P_527741,166,0.00374371,166,0.00374371,P_195412,0,166,0.00374371,P_527741,166,0.00374371,166,0.00374371,P_195412,0,166,0.00374371,P_527741,166,0.00374371,166,0.00374371,P_395207,0,166,0.00374371,P_331240,166,0.00374371,166,0.00374371,P_395207,1,168,0.00373773,P_331240,162,0.0037561,116,0.00396009,P_395207,1,425,0.00343778,P_39227,430,0.0034355,268,0.00355265,P_26002
P_750280,W_27579,12,539;1072;1973;2126;2201;2208;3866;4236;4752;5838;6179;7795,539,0.001894816456202275,P_64375,0,539,0.00189482,P_415993,539,0.00189482,539,0.00189482,P_415993,0,539,0.00189482,P_415993,539,0.00189482,539,0.00189482,P_292570,0,539,0.00189482,P_415993,539,0.00189482,539,0.00189482,P_94594,0,539,0.00189482,P_415993,539,0.00189482,539,0.00189482,P_94594,0,539,0.00189482,P_415993,539,0.00189482,539,0.00189482,P_94594,0,539,0.00189482,P_772983,539,0.00189482,539,0.00189482,P_94594,0,539,0.00189482,P_772983,539,0.00189482,539,0.00189482,P_119767,0,539,0.00189482,P_26111,539,0.00189482,539,0.00189482,P_180878
P_750303,W_34728,12,37;1041;1998;2352;2399;2679;4478;5877;6929;7279;7679;9037,37,0.003735981222826461,P_183891,0,37,0.00373598,P_766924,37,0.00373598,37,0.00373598,P_766924,0,37,0.00373598,P_603294,37,0.00373598,37,0.00373598,P_603294,0,37,0.00373598,P_603294,37,0.00373598,37,0.00373598,P_603294,0,37,0.00373598,P_603294,37,0.00373598,37,0.00373598,P_603294,1,3,0.02926151,P_603294,3,0.02926151,2,0.0431504,P_669328,1,5,0.0181504,P_603294,5,0.0181504,2,0.0431504,P_669328,1,5,0.0181504,P_61308,9,0.01074299,2,0.0431504,P_669328,1,9,0.01074299,P_61308,16,0.00669206,2,0.0431504,P_669328
P_750369,W_79329,12,13;22;50;72;221;239;384;961;990;1630;2829;3260,13,0.03170547904402681,P_38171,0,13,0.03170548,P_293487,13,0.03170548,13,0.03170548,P_560913,0,13,0.03170548,P_417563,13,0.03170548,13,0.03170548,P_417563,1,2,0.06696189,P_417563,2,0.06696189,1,0.10862856,P_732920,2,1,0.13438613,P_761552,1,0.12883058,1,0.18438613,P_761552,3,2,0.10319566,P_476381,2,0.11044674,1,0.26271947,P_761552,4,1,0.18031206,P_339858,1,0.18517317,1,0.34142317,P_761552,4,1,0.17030986,P_339858,1,0.16273727,1,0.34142317,P_761552,7,1,0.29250685,P_466285,1,0.27909006,1,0.51339579,P_761552
P_750464,W_20005,12,87;106;116;159;178;705;1523;2312;2333;4630;6730;6764,87,0.011288708016452499,P_430257,0,87,0.01128871,P_430257,87,0.01128871,87,0.01128871,P_430257,0,87,0.01128871,P_430257,87,0.01128871,87,0.01128871,P_430257,0,87,0.01128871,P_430257,87,0.01128871,87,0.01128871,P_430257,0,87,0.01128871,P_625275,87,0.01128871,87,0.01128871,P_430257,0,87,0.01128871,P_625275,87,0.01128871,87,0.01128871,P_430257,1,3,0.03810863,P_625275,1,0.09366419,1,0.09366419,P_455121,5,2,0.07825651,P_625275,1,0.12520857,1,0.15550344,P_445260,5,1,0.10784222,P_455121,1,0.10955102,1,0.12836546,P_445260
P_750530,W_82985,12,337;795;1078;1324;1530;1799;1811;2559;5405;5890;6334;6926,337,0.002642832467772828,P_3839,0,337,0.00264283,P_343346,337,0.00264283,337,0.00264283,P_394769,0,337,0.00264283,P_343346,337,0.00264283,337,0.00264283,P_394769,0,337,0.00264283,P_137558,337,0.00264283,337,0.00264283,P_394769,0,337,0.00264283,P_137558,337,0.00264283,337,0.00264283,P_587305,0,337,0.00264283,P_642246,337,0.00264283,337,0.00264283,P_587305,0,337,0.00264283,P_771112,337,0.00264283,337,0.00264283,P_771112,0,337,0.00264283,P_771112,337,0.00264283,337,0.00264283,P_771112,1,223,0.00276924,P_771112,209,0.00279428,96,0.00326361,P_771112
P_750555,W_85332,12,39;107;133;136;148;283;323;326;668;734;1394;2375,39,0.019794858015174673,P_313329,0,39,0.01979486,P_313329,39,0.01979486,39,0.01979486,P_313329,0,39,0.01979486,P_313329,39,0.01979486,39,0.01979486,P_313329,0,39,0.01979486,P_313329,39,0.01979486,39,0.01979486,P_6249,0,39,0.01979486,P_313329,39,0.01979486,39,0.01979486,P_6249,1,49,0.01935879,P_313329,49,0.01935879,48,0.01939422,P_201662,1,94,0.01854463,P_313329,94,0.01854463,86,0.0186271,P_201662,5,5,0.05342428,P_313329,3,0.07152258,11,0.03488304,P_201662,8,7,0.04552761,P_52740,9,0.03309037,17,0.02806514,P_615422
P_750703,W_7027,12,344;824;1079;1205;1443;1974;2107;2696;6335;10427;10548;12656,344,0.0023832413989696524,P_258014,0,344,0.00238324,P_258014,344,0.00238324,344,0.00238324,P_349787,0,344,0.00238324,P_378684,344,0.00238324,344,0.00238324,P_378684,0,344,0.00238324,P_378684,344,0.00238324,344,0.00238324,P_378684,0,344,0.00238324,P_95472,344,0.00238324,344,0.00238324,P_378684,0,344,0.00238324,P_114486,344,0.00238324,344,0.00238324,P_378684,0,344,0.00238324,P_114486,344,0.00238324,344,0.00238324,P_378684,0,344,0.00238324,P_25680,344,0.00238324,344,0.00238324,P_25680,1,114,0.00287199,P_461,105,0.00293464,36,0.00445581,P_482488
P_750718,W_13127,12,17;33;43;90;98;131;173;260;323;327;620;1034,17,0.040790603159016156,P_418562,0,17,0.0407906,P_444247,17,0.0407906,17,0.0407906,P_20639,0,17,0.0407906,P_5930,17,0.0407906,17,0.0407906,P_20639,1,2,0.07755531,P_775146,2,0.07755531,1,0.11922198,P_26002,1,3,0.06366642,P_57149,3,0.06366642,1,0.11922198,P_26002,3,1,0.23335752,P_530008,1,0.22740514,1,0.27502418,P_530008,5,1,0.32140826,P_530008,1,0.30826375,1,0.35826375,P_530008,7,1,0.32550162,P_530008,1,0.29983491,1,0.42198157,P_530008,10,1,0.46680585,P_530008,1,0.45018857,1,0.57713035,P_530008
P_750823,W_9724,12,1;130;144;202;243;278;346;358;423;973;1908;3927,1,0.09842761933030951,P_416347,1,1,0.09842762,P_416347,1,0.09842762,1,0.09842762,P_416347,1,1,0.09842762,P_416347,1,0.09842762,1,0.09842762,P_416347,1,1,0.09842762,P_416347,1,0.09842762,1,0.09842762,P_416347,1,1,0.09842762,P_416347,1,0.09842762,1,0.09842762,P_416347,1,1,0.09842762,P_416347,1,0.09842762,1,0.09842762,P_416347,1,1,0.09842762,P_416347,1,0.09842762,1,0.09842762,P_416347,3,1,0.20147006,P_416347,1,0.17874279,1,0.26207612,P_416347,9,1,0.33682166,P_640415,1,0.27841008,1,0.49032061,P_416347
P_750867,W_7261,12,20;27;47;75;88;161;289;305;455;579;1441;1603,20,0.03649536227006192,P_120652,0,20,0.03649536,P_120652,20,0.03649536,20,0.03649536,P_574976,0,20,0.03649536,P_120652,20,0.03649536,20,0.03649536,P_626552,1,1,0.11566203,P_545550,1,0.11566203,1,0.11566203,P_545550,2,1,0.19282252,P_545550,1,0.19282252,1,0.19282252,P_479585,3,1,0.27083671,P_545550,1,0.27083671,1,0.27083671,P_7261,5,1,0.35724565,P_545550,1,0.36042285,1,0.42832408,P_7261,6,1,0.4363296,P_545550,1,0.4368464,1,0.50855182,P_7261,9,1,0.53690517,P_545550,1,0.56642529,1,0.67157177,P_7261
P_750868,W_199,12,5;14;19;38;119;199;217;235;262;1292;1923;6958,5,0.06616826343636086,P_697878,1,1,0.13283493,P_582991,1,0.13283493,1,0.13283493,P_582991,1,1,0.13283493,P_582991,1,0.13283493,1,0.13283493,P_582991,3,1,0.27443894,P_582991,1,0.27443894,1,0.27443894,P_582991,3,1,0.27443894,P_582991,1,0.27443894,1,0.27443894,P_582991,4,1,0.34900034,P_582991,1,0.34900034,1,0.34900034,P_582991,4,1,0.34900034,P_582991,1,0.34900034,1,0.34900034,P_582991,6,1,0.43367265,P_582991,1,0.43631971,1,0.43094934,P_582991,9,1,0.6543537,P_199,1,0.67413041,1,0.48316765,P_582991
P_750925,W_45948,12,40;206;233;399;634;871;1116;1174;1480;1528;2461;2585,40,0.008934049613988566,P_10846,0,40,0.00893405,P_786253,40,0.00893405,40,0.00893405,P_10846,0,40,0.00893405,P_786253,40,0.00893405,40,0.00893405,P_10846,0,40,0.00893405,P_120331,40,0.00893405,40,0.00893405,P_259977,0,40,0.00893405,P_226451,40,0.00893405,40,0.00893405,P_134355,1,16,0.01205905,P_226451,11,0.01442647,4,0.02768405,P_134355,1,20,0.01101738,P_226451,19,0.01123668,4,0.02768405,P_134355,1,32,0.00945488,P_214467,36,0.00916553,4,0.02768405,P_550235,4,31,0.01590968,P_214467,20,0.01626194,1,0.16296725,P_767788
P_750930,W_27164,12,442;563;672;984;1703;2350;3100;4338;5150;5642;6025;8136,442,0.002563019428074775,P_367243,0,442,0.00256302,P_367243,442,0.00256302,442,0.00256302,P_367243,0,442,0.00256302,P_367243,442,0.00256302,442,0.00256302,P_168186,0,442,0.00256302,P_367243,442,0.00256302,442,0.00256302,P_168186,0,442,0.00256302,P_367243,442,0.00256302,442,0.00256302,P_168186,0,442,0.00256302,P_367243,442,0.00256302,442,0.00256302,P_168186,0,442,0.00256302,P_415993,442,0.00256302,442,0.00256302,P_168186,0,442,0.00256302,P_415993,442,0.00256302,442,0.00256302,P_270257,1,372,0.0025985,P_538502,357,0.00260791,138,0.00297835,P_270257
P_750932,W_3145,12,3;6;7;12;19;33;68;70;95;207;244;6797,3,0.1900556557264823,P_243049,1,5,0.17894454,P_388813,5,0.17894454,5,0.17894454,P_134145,3,4,0.1751747,P_49228,3,0.18211915,5,0.17100804,P_49228,5,4,0.15692135,P_49228,3,0.16018932,7,0.15493722,P_49228,5,6,0.1176086,P_49228,6,0.11427968,11,0.11772099,P_299739,6,8,0.09418531,P_70608,9,0.091058,13,0.10350019,P_70608,9,2,0.11493969,P_70608,2,0.10610633,1,0.16822965,P_392889,9,2,0.08385469,P_70608,2,0.07776372,1,0.13665671,P_392889,11,2,0.07493972,P_70608,2,0.06965836,1,0.1431718,P_392889
P_751048,W_43898,12,20;21;118;198;234;427;442;708;1537;7552;8642;9289,20,0.021930320531598966,P_109124,0,20,0.02193032,P_108939,20,0.02193032,20,0.02193032,P_108939,0,20,0.02193032,P_85332,20,0.02193032,20,0.02193032,P_108939,1,11,0.02533941,P_85332,8,0.02818032,1,0.10109699,P_313927,2,1,0.10506524,P_490448,1,0.10831199,1,0.17649381,P_313927,2,1,0.10149381,P_490448,1,0.10241974,1,0.17649381,P_313927,2,1,0.09732715,P_490448,1,0.09722552,1,0.17649381,P_313927,4,1,0.09569996,P_490448,1,0.09533676,1,0.21032166,P_313927,7,1,0.19029002,P_490448,1,0.14358978,1,0.39373123,P_313927
P_751199,W_26687,12,2;51;52;61;114;185;417;611;614;898;1087;1483,2,0.0677215704650742,P_515430,1,1,0.10938824,P_26687,1,0.10938824,1,0.10938824,P_26687,1,1,0.10938824,P_26687,1,0.10938824,1,0.10938824,P_26687,1,1,0.10938824,P_26687,1,0.10938824,1,0.10938824,P_26687,1,1,0.10938824,P_26687,1,0.10938824,1,0.10938824,P_26687,1,1,0.10938824,P_26687,1,0.10938824,1,0.10938824,P_26687,4,1,0.32918142,P_26687,1,0.32918142,1,0.25450194,P_26687,6,1,0.49425232,P_26687,1,0.49425232,1,0.30873645,P_26687,7,1,0.55766826,P_26687,1,0.54873968,1,0.32440753,P_26687
P_751200,W_13216,12,1;22;56;61;63;106;265;276;335;743;1037;1106,1,0.12193381646943939,P_757131,1,1,0.12193382,P_757131,1,0.12193382,1,0.12193382,P_757131,1,1,0.12193382,P_757131,1,0.12193382,1,0.12193382,P_757131,1,1,0.12193382,P_757131,1,0.12193382,1,0.12193382,P_757131,2,1,0.14769139,P_757131,1,0.15602473,1,0.19769139,P_757131,2,1,0.14769139,P_757131,1,0.15602473,1,0.19769139,P_757131,5,1,0.31007044,P_13216,1,0.3149601,1,0.35687351,P_13216,6,1,0.38708004,P_13216,1,0.37791215,1,0.43292539,P_13216,9,1,0.546466,P_13216,1,0.5321072,1,0.5973456,P_13216
P_751204,W_195566,12,1;9;24;52;161;247;249;314;327;375;457;3788,1,0.13454253145860476,P_744090,1,1,0.13454253,P_744090,1,0.13454253,1,0.13454253,P_744090,2,1,0.19935735,P_744090,1,0.19935735,1,0.19935735,P_744090,2,1,0.19935735,P_744090,1,0.19935735,1,0.19935735,P_744090,3,1,0.21671846,P_744090,1,0.22019068,1,0.27227401,P_744090,3,1,0.21394068,P_744090,1,0.21394068,1,0.27227401,P_744090,4,1,0.24641931,P_744090,1,0.25336376,1,0.34919709,P_744090,5,1,0.28816754,P_744090,1,0.32756148,1,0.42994243,P_744090,11,1,0.49494537,P_744090,1,0.52522207,1,0.71313064,P_744090
P_751270,W_64489,12,80;192;246;307;553;803;1144;1443;2611;2748;3898;4256,80,0.0074204197389121,P_243608,0,80,0.00742042,P_207585,80,0.00742042,80,0.00742042,P_497460,0,80,0.00742042,P_207585,80,0.00742042,80,0.00742042,P_497460,0,80,0.00742042,P_207585,80,0.00742042,80,0.00742042,P_497460,0,80,0.00742042,P_207585,80,0.00742042,80,0.00742042,P_497460,0,80,0.00742042,P_97923,80,0.00742042,80,0.00742042,P_97923,1,1,0.08971209,P_419681,1,0.08971209,1,0.08971209,P_419681,2,1,0.09166889,P_419681,1,0.0930107,1,0.09239013,P_419681,4,1,0.18608223,P_419681,1,0.1897723,1,0.25715398,P_54402
P_751510,W_26,12,16;30;31;36;92;106;115;297;370;375;797;937,16,0.05111739508659471,P_682645,0,16,0.0511174,P_67360,16,0.0511174,16,0.0511174,P_682645,0,16,0.0511174,P_67360,16,0.0511174,16,0.0511174,P_682645,1,1,0.1292424,P_247584,1,0.1292424,1,0.1292424,P_247584,2,1,0.20702017,P_247584,1,0.20702017,1,0.20702017,P_247584,4,1,0.35636306,P_26,1,0.35636306,1,0.35636306,P_26,5,1,0.42127852,P_26,1,0.43516741,1,0.43516741,P_26,7,1,0.58162797,P_26,1,0.59204463,1,0.59204463,P_26,10,1,0.74713926,P_26,1,0.75566091,1,0.77536553,P_26
P_751572,W_24522,12,1573;3313;3462;3503;5003;6526;6757;6957;7116;8710;8722;11546,1573,0.001005490327818712,P_419735,0,1573,0.00100549,P_69974,1573,0.00100549,1573,0.00100549,P_69974,0,1573,0.00100549,P_753207,1573,0.00100549,1573,0.00100549,P_69974,0,1573,0.00100549,P_753207,1573,0.00100549,1573,0.00100549,P_69974,0,1573,0.00100549,P_753207,1573,0.00100549,1573,0.00100549,P_796132,0,1573,0.00100549,P_753207,1573,0.00100549,1573,0.00100549,P_287207,0,1573,0.00100549,P_753207,1573,0.00100549,1573,0.00100549,P_287207,0,1573,0.00100549,P_753207,1573,0.00100549,1573,0.00100549,P_287207,0,1573,0.00100549,P_497867,1573,0.00100549,1573,0.00100549,P_472746
P_751584,W_132490,12,201;455;460;540;728;1205;1588;2019;3515;7477;8971;10408,201,0.0041495584022437125,P_538614,0,201,0.00414956,P_391868,201,0.00414956,201,0.00414956,P_391868,0,201,0.00414956,P_160153,201,0.00414956,201,0.00414956,P_160153,0,201,0.00414956,P_160153,201,0.00414956,201,0.00414956,P_401107,0,201,0.00414956,P_153045,201,0.00414956,201,0.00414956,P_741951,0,201,0.00414956,P_153045,201,0.00414956,201,0.00414956,P_741951,0,201,0.00414956,P_437319,201,0.00414956,201,0.00414956,P_787045,0,201,0.00414956,P_167107,201,0.00414956,201,0.00414956,P_787045,3,3,0.03206839,P_167107,3,0.03225209,1,0.08744358,P_416537
P_75169,W_6616,12,526;1029;1050;1294;1311;1408;1526;1916;3062;3596;4548;5504,526,0.003079156404912954,P_221488,0,526,0.00307916,P_54490,526,0.00307916,526,0.00307916,P_54490,0,526,0.00307916,P_563612,526,0.00307916,526,0.00307916,P_563612,0,526,0.00307916,P_730662,526,0.00307916,526,0.00307916,P_730662,0,526,0.00307916,P_730662,526,0.00307916,526,0.00307916,P_730662,0,526,0.00307916,P_218,526,0.00307916,526,0.00307916,P_218,0,526,0.00307916,P_218,526,0.00307916,526,0.00307916,P_218,0,526,0.00307916,P_218,526,0.00307916,526,0.00307916,P_218,0,526,0.00307916,P_218,526,0.00307916,526,0.00307916,P_218
P_751897,W_150625,12,2;3;19;69;76;324;488;656;878;1037;1499;2004,2,0.12721665124210849,P_398316,2,1,0.1966611,P_449108,1,0.1966611,1,0.1966611,P_449108,2,1,0.1966611,P_449108,1,0.1966611,1,0.1966611,P_449108,3,1,0.26683653,P_449108,1,0.26683653,1,0.26683653,P_449108,3,1,0.26683653,P_449108,1,0.26683653,1,0.26683653,P_449108,3,1,0.26683653,P_449108,1,0.26683653,1,0.26683653,P_449108,5,1,0.3643663,P_419043,1,0.36763427,1,0.42318983,P_449108,5,1,0.36068983,P_419043,1,0.34130577,1,0.42318983,P_449108,7,1,0.42248975,P_419043,1,0.41227906,1,0.51545126,P_449108
P_751900,W_64489,12,20;261;518;927;969;1092;1275;1880;1903;2374;3026;4539,20,0.008615825478094958,P_641817,0,20,0.00861583,P_641817,20,0.00861583,20,0.00861583,P_641817,0,20,0.00861583,P_116183,20,0.00861583,20,0.00861583,P_116183,1,3,0.03222694,P_116183,3,0.03222694,2,0.04611583,P_116183,1,6,0.01833805,P_116183,6,0.01833805,2,0.04611583,P_116183,1,11,0.01202492,P_116183,11,0.01202492,2,0.04611583,P_116183,1,22,0.00823704,P_116183,23,0.00807235,3,0.03222694,P_116183,1,32,0.00705333,P_116183,45,0.00630101,3,0.03222694,P_116183,2,3,0.03423387,P_116183,2,0.04712742,1,0.1149217,P_419681
P_751963,W_9643,12,148;180;236;562;688;705;795;1034;1051;1330;1721;1812,148,0.008259453741898586,P_616827,0,148,0.00825945,P_51907,148,0.00825945,148,0.00825945,P_51907,0,148,0.00825945,P_203975,148,0.00825945,148,0.00825945,P_51907,0,148,0.00825945,P_203975,148,0.00825945,148,0.00825945,P_51907,0,148,0.00825945,P_203975,148,0.00825945,148,0.00825945,P_51907,0,148,0.00825945,P_203975,148,0.00825945,148,0.00825945,P_51907,0,148,0.00825945,P_203975,148,0.00825945,148,0.00825945,P_203975,2,46,0.01083431,P_203975,38,0.01152755,50,0.01072024,P_203975,3,81,0.00986126,P_203975,82,0.01000242,93,0.00962914,P_203975
P_752243,W_135726,12,5;17;18;132;232;279;327;329;483;731;1064;1079,5,0.05476415658637168,P_734831,1,1,0.12143082,P_586498,1,0.12143082,1,0.12143082,P_586498,1,1,0.12143082,P_586498,1,0.12143082,1,0.12143082,P_586498,3,1,0.16232135,P_586498,1,0.18454357,1,0.26440468,P_586498,3,1,0.15607135,P_586498,2,0.12273801,1,0.24357135,P_586498,3,1,0.14114079,P_586498,2,0.11336301,1,0.22273801,P_586498,3,1,0.15130944,P_586498,2,0.09982135,1,0.21678563,P_586498,4,3,0.07225925,P_17275,6,0.04946353,1,0.2146572,P_586498,9,2,0.11313403,P_17275,1,0.13585319,1,0.35965849,P_298834
