query_pid,query_wid,fold,p_no_cover_oof,y_no_cover
P_592823,W_961,0,0.331949,0
P_592898,W_20769,4,0.809317,1
P_592961,W_136166,0,0.17069,0
P_592963,W_149519,0,0.260426,0
P_592982,W_144458,1,0.127685,0
P_592989,W_156542,3,0.20436,0
P_5930,W_5930,0,0.204211,0
P_593005,W_156539,0,0.152973,0
P_593008,W_154901,0,0.211002,0
P_593063,W_113615,4,0.412791,1
P_593068,W_136166,0,0.121624,0
P_593081,W_1353,0,0.453958,0
P_593119,W_27919,1,0.790347,1
P_593148,W_76498,4,0.271297,1
P_593151,W_53351,4,0.207844,1
P_593155,W_22965,1,0.570321,1
P_593181,W_54466,2,0.459801,0
P_593182,W_22965,1,0.767156,1
P_59319,W_59319,4,0.670696,1
P_593296,W_144354,0,0.056755,0
P_593304,W_134622,4,0.155001,0
P_593428,W_12135,4,0.596826,1
P_593495,W_4694,4,0.727498,0
P_593529,W_42054,1,0.70138,1
P_593532,W_145365,1,0.182781,0
P_593575,W_86795,4,0.631384,0
P_593629,W_1364,3,0.795852,0
P_593638,W_144648,4,0.487668,1
P_593685,W_27579,0,0.336973,0
P_593711,W_53997,1,0.782803,1
P_593771,W_10065,3,0.379219,1
P_5938,W_817,0,0.294121,0
P_593821,W_367,1,0.156536,0
P_593863,W_3321,2,0.223,1
P_593874,W_12937,3,0.306727,1
P_593930,W_134347,3,0.041543,0
P_593981,W_156539,0,0.29769,0
P_594,W_594,1,0.074517,0
P_594103,W_13216,3,0.497062,0
P_594119,W_139740,3,0.059375,0
P_594137,W_154901,0,0.286192,0
P_594168,W_145365,1,0.104733,0
P_594174,W_152634,0,0.177748,0
P_594202,W_137056,1,0.076992,0
P_594204,W_140442,2,0.350786,0
P_594205,W_139530,3,0.089469,0
P_594215,W_139740,3,0.252872,0
P_594234,W_144458,1,0.209549,0
P_594237,W_144326,1,0.197816,1
P_594335,W_135478,2,0.325787,0
P_594348,W_134622,4,0.128898,0
P_59457,W_44435,3,0.577497,1
P_59461,W_24222,4,0.079454,0
P_594632,W_114608,4,0.645061,1
P_594655,W_117417,4,0.582083,1
P_594694,W_3928,4,0.096188,0
P_594745,W_4816,2,0.647784,1
P_595,W_594,1,0.086286,0
P_595165,W_3997,3,0.181641,0
P_595198,W_9571,2,0.513927,1
P_5952,W_2930,3,0.181085,1
P_59530,W_7229,1,0.611813,0
P_595412,W_164640,1,0.160932,0
P_595434,W_15223,3,0.475848,1
P_595441,W_4854,1,0.644496,1
P_595445,W_81722,2,0.684101,1
P_595448,W_3266,0,0.692428,1
P_595450,W_34699,3,0.518071,0
P_595451,W_29487,4,0.653621,1
P_595513,W_11484,3,0.764055,1
P_59552,W_10838,2,0.618081,1
P_595535,W_4696,4,0.776723,1
P_595707,W_14662,4,0.58519,0
P_595786,W_2976,2,0.680512,0
P_595849,W_14599,4,0.528417,1
P_5959,W_5958,0,0.173577,0
P_595924,W_5342,3,0.268617,0
P_595925,W_9508,3,0.222357,0
P_595945,W_27328,1,0.420613,0
P_596039,W_5915,0,0.781914,1
P_596242,W_8937,0,0.117839,0
P_596326,W_111510,2,0.756005,1
P_596355,W_109642,2,0.495681,0
P_596477,W_121852,2,0.801553,0
P_5965,W_383,3,0.40088,0
P_5966,W_4728,1,0.135248,1
P_59672,W_184,4,0.621182,0
P_596728,W_112006,2,0.580839,0
P_596747,W_129436,1,0.724726,0
P_596762,W_11473,3,0.725583,1
P_596870,W_4767,4,0.278257,0
P_596919,W_144458,1,0.274665,0
P_59778,W_10237,3,0.2082,0
P_597838,W_24484,1,0.802055,1
P_597883,W_625,0,0.735982,1
P_597986,W_7202,3,0.768695,1
P_597992,W_4854,1,0.708408,1
P_59851,W_30424,2,0.59385,1
P_59869,W_44435,3,0.303378,1
P_599152,W_73656,0,0.606279,1
P_599287,W_73656,0,0.261149,1
P_599291,W_6441,4,0.49096,1
P_59937,W_12135,4,0.619882,1
P_599382,W_152634,0,0.311809,0
P_599401,W_149807,2,0.332055,0
P_599444,W_118399,2,0.791868,1
P_599729,W_5687,2,0.254731,0
P_600433,W_58781,1,0.544222,0
P_600503,W_40971,2,0.565707,0
P_600532,W_4887,1,0.815097,1
P_600535,W_30668,4,0.788717,1
P_600568,W_2474,1,0.465647,1
P_600738,W_115692,2,0.620423,1
P_60106,W_1596,1,0.548853,0
P_601692,W_2673,1,0.423679,0
P_601702,W_5440,3,0.669056,1
P_601705,W_12137,0,0.398593,0
P_601718,W_135478,2,0.387412,0
P_601794,W_21025,2,0.601361,1
P_602001,W_4841,1,0.638917,1
P_602051,W_2968,4,0.855351,1
P_602054,W_42997,4,0.574236,1
P_60208,W_175,2,0.415795,0
P_60216,W_679,2,0.345259,0
P_60217,W_1795,3,0.316199,0
P_602469,W_8673,1,0.044767,0
P_602728,W_69970,2,0.414313,1
P_602882,W_9276,3,0.244504,1
P_60324,W_2673,1,0.384874,0
P_603269,W_3978,1,0.265707,0
P_603294,W_12135,4,0.716687,1
P_603357,W_4642,1,0.699275,1
P_603653,W_118543,4,0.163141,1
P_60386,W_11841,4,0.126652,0
P_603876,W_57375,3,0.387594,1
P_60398,W_706,0,0.818994,1
P_604504,W_10641,3,0.521639,0
P_604547,W_111535,0,0.052581,0
P_604582,W_53997,1,0.752429,1
P_60463,W_28547,4,0.502762,0
P_604838,W_6292,2,0.339082,0
P_604962,W_4066,1,0.326173,0
P_60498,W_25621,3,0.41021,0
P_605011,W_39438,2,0.632565,1
P_605065,W_10845,3,0.691207,1
P_605069,W_111991,0,0.379193,0
P_605086,W_1478,1,0.637186,1
P_605318,W_121495,2,0.05279,0
P_605327,W_115814,2,0.194047,0
P_605371,W_25000,4,0.014365,0
P_605775,W_92616,2,0.603729,1
P_605970,W_115054,1,0.376634,0
P_606043,W_124199,0,0.67998,0
P_606047,W_243,0,0.336095,0
P_60605,W_2474,1,0.729856,1
P_60623,W_8673,1,0.279964,0
P_606285,W_11657,1,0.320078,0
P_606911,W_35389,4,0.699637,1
P_606994,W_5555,3,0.173966,0
P_607048,W_25489,1,0.550731,1
P_60714,W_97632,1,0.689319,0
P_607353,W_101220,0,0.810891,0
P_60753,W_7084,0,0.228602,0
P_607658,W_140168,2,0.6833,0
P_607667,W_140168,2,0.557895,1
P_607843,W_52227,4,0.255301,0
P_608292,W_122709,2,0.410547,0
P_608405,W_40120,3,0.56513,1
P_608422,W_140168,2,0.661552,0
P_608546,W_11516,4,0.533493,0
P_60871,W_1409,4,0.13497,0
P_608786,W_140168,2,0.725727,1
P_608852,W_841,1,0.331683,1
P_608886,W_98311,3,0.660566,1
P_60891,W_5283,4,0.668003,0
P_609019,W_12255,4,0.750379,0
P_609023,W_124199,0,0.654837,0
P_609024,W_243,0,0.650819,0
P_609090,W_6693,0,0.134945,0
P_60910,W_4779,2,0.625706,0
P_60914,W_1769,0,0.389508,0
P_609289,W_4728,1,0.071744,0
P_609362,W_14229,3,0.229122,0
P_609804,W_142439,3,0.63554,1
P_609858,W_114947,1,0.457824,0
P_609991,W_3997,3,0.416964,1
P_610231,W_199,1,0.368303,0
P_610361,W_179,3,0.117654,0
P_610419,W_93644,0,0.59433,1
P_610469,W_159387,1,0.329937,1
P_610482,W_11535,0,0.720072,1
P_610655,W_57375,3,0.329375,1
P_610718,W_69073,2,0.481921,1
P_610800,W_111535,0,0.132434,0
P_611088,W_112910,4,0.721081,1
P_611093,W_50379,1,0.820267,1
P_611159,W_23767,0,0.577714,0
P_611163,W_13552,4,0.710768,1
P_611192,W_7577,0,0.644816,1
P_611230,W_12159,4,0.810367,1
P_611236,W_18507,4,0.615452,1
P_611237,W_22936,0,0.656798,1
P_611241,W_27164,2,0.656873,1
P_611259,W_127392,1,0.801398,1
P_611400,W_56239,3,0.557832,0
P_611403,W_8203,4,0.69453,1
P_611431,W_39786,3,0.375199,0
P_611432,W_42311,0,0.273928,0
P_61153,W_642,3,0.048371,0
P_611626,W_121401,4,0.80879,1
P_611661,W_97414,3,0.571537,1
P_611683,W_14501,0,0.41101,1
P_61169,W_246,1,0.132222,0
P_611808,W_32531,0,0.726586,0
P_61185,W_14599,4,0.590379,1
P_61190,W_39055,4,0.24319,0
P_611966,W_29045,2,0.374855,1
P_61199,W_47101,0,0.372271,1
P_61209,W_61207,0,0.726971,1
P_61214,W_61207,0,0.620358,0
P_61217,W_61207,0,0.716587,0
P_61219,W_3145,2,0.129134,0
P_61220,W_775,0,0.358244,0
P_61273,W_8387,2,0.515714,1
P_61274,W_6870,3,0.511253,0
P_61293,W_28687,0,0.527705,1
P_61294,W_47901,1,0.161883,0
P_613002,W_139740,3,0.034561,0
P_613006,W_118849,3,0.303892,0
P_61302,W_26941,1,0.401083,1
P_613023,W_6464,3,0.044266,0
P_613025,W_5687,2,0.556609,0
P_61307,W_10144,4,0.047359,0
P_61308,W_7583,1,0.772071,1
P_613137,W_9004,2,0.125951,0
P_61348,W_22,0,0.411688,1
P_613488,W_122729,0,0.417399,0
P_61352,W_11249,0,0.374457,0
P_61353,W_1454,0,0.298171,1
P_613548,W_125863,1,0.617813,0
P_61356,W_462,2,0.458007,0
P_61358,W_21352,3,0.172698,0
P_61359,W_9199,0,0.078394,0
P_61362,W_6093,0,0.197089,0
P_613629,W_3978,1,0.455135,1
P_613638,W_401,2,0.631019,1
P_614099,W_4806,4,0.382685,1
P_614159,W_2759,3,0.742002,1
P_614322,W_17662,1,0.257169,0
P_61448,W_6939,1,0.265389,0
P_61456,W_13208,1,0.116093,0
P_614954,W_156542,3,0.162999,1
P_615033,W_68472,3,0.279311,0
P_61539,W_39525,3,0.051195,0
P_615422,W_123334,2,0.638681,0
P_61574,W_5930,0,0.288543,0
P_6158,W_3353,4,0.611288,1
P_615821,W_120968,2,0.390928,1
P_616093,W_52851,4,0.38237,0
P_6163,W_6163,1,0.459994,0
P_61634,W_7776,3,0.077725,0
P_616827,W_113615,4,0.458839,0
P_616909,W_50523,2,0.418356,1
P_617114,W_70931,1,0.684128,1
P_617118,W_11358,1,0.33232,0
P_617129,W_4806,4,0.497295,0
P_61714,W_33804,0,0.673962,0
P_617170,W_3744,2,0.113569,0
P_617270,W_117883,0,0.477693,1
P_617970,W_56781,0,0.470467,1
P_618342,W_20049,1,0.850764,1
P_618370,W_123334,2,0.474898,1
P_618654,W_111991,0,0.577002,0
P_618688,W_17671,0,0.230437,1
P_618893,W_29130,3,0.354916,0
P_619014,W_129296,1,0.570734,1
P_619019,W_27641,3,0.696166,1
P_61923,W_61921,0,0.626181,1
P_619233,W_6097,3,0.536773,1
P_61924,W_61921,0,0.677061,1
P_61927,W_61921,0,0.57909,1
P_61929,W_61921,0,0.403078,1
P_61933,W_61933,3,0.391933,0
P_61934,W_61933,3,0.601233,1
P_619342,W_126478,0,0.679538,1
P_61935,W_61933,3,0.454258,0
P_61936,W_61933,3,0.32618,1
P_61939,W_61933,3,0.684112,1
P_619468,W_40120,3,0.207546,1
P_619514,W_17053,4,0.061682,0
P_619653,W_98152,3,0.391213,1
P_619665,W_20257,1,0.628192,0
P_619669,W_87469,0,0.128028,0
P_619675,W_4835,2,0.354602,0
P_619692,W_111952,3,0.875467,1
P_619709,W_143052,0,0.544503,1
P_619732,W_92417,1,0.706973,1
P_619766,W_10931,1,0.089311,0
P_619771,W_77153,3,0.308832,1
P_62003,W_8339,0,0.121679,1
P_62005,W_3221,0,0.249571,0
P_620062,W_12168,0,0.638669,1
P_620189,W_146806,4,0.58823,1
P_620307,W_7229,1,0.773475,1
P_620342,W_3978,1,0.107098,0
P_620345,W_18,0,0.250646,0
P_620394,W_1347,4,0.333941,1
P_620591,W_41771,1,0.355368,1
P_620599,W_41771,1,0.487847,1
P_620600,W_42631,3,0.199182,1
P_620918,W_4726,0,0.7198,1
P_620953,W_115814,2,0.271309,0
P_620990,W_123334,2,0.591572,1
P_621109,W_164640,1,0.088507,0
P_621165,W_64395,4,0.675046,1
P_62137,W_2911,0,0.451307,1
P_621502,W_47101,0,0.586387,1
P_6216,W_6216,3,0.298937,0
P_6217,W_6216,3,0.268434,0
P_62179,W_9262,1,0.68455,1
P_62192,W_4642,1,0.208993,1
P_621983,W_37513,1,0.326357,1
P_621985,W_7489,0,0.619846,1
P_622106,W_19912,3,0.620725,1
P_622157,W_3552,4,0.718439,0
P_622282,W_113615,4,0.364324,1
P_622828,W_36064,4,0.420647,0
P_623,W_623,4,0.088647,0
P_623097,W_4012,3,0.357344,0
P_623120,W_123840,1,0.770192,0
P_623542,W_137560,3,0.485662,0
P_623580,W_373,0,0.201001,0
P_62369,W_401,2,0.425108,0
P_623744,W_10129,1,0.20137,1
P_62390,W_55442,0,0.472655,1
P_62391,W_55442,0,0.107586,0
P_624,W_623,4,0.214352,0
P_624138,W_137056,1,0.20126,0
P_62429,W_2085,3,0.083551,0
P_62435,W_62433,0,0.655802,1
P_62439,W_62433,0,0.591284,1
P_624392,W_9133,4,0.16446,0
P_62440,W_62433,0,0.655121,1
P_62443,W_62433,0,0.611152,0
P_624451,W_9643,0,0.424227,1
P_624586,W_22556,4,0.607586,1
P_624675,W_132685,1,0.670143,0
P_624693,W_68472,3,0.856059,1
P_62475,W_62475,2,0.314961,0
P_62476,W_62475,2,0.170406,1
P_624778,W_27477,3,0.25471,0
P_624864,W_1308,0,0.656678,1
P_624865,W_52851,4,0.297525,0
P_6249,W_1002,3,0.27088,1
P_624905,W_26939,0,0.676552,0
P_624910,W_27477,3,0.247153,0
P_624920,W_26939,0,0.437736,1
P_625,W_625,0,0.168698,0
P_625034,W_5687,2,0.325062,1
P_6252,W_1282,2,0.713797,1
P_625224,W_27477,3,0.081838,0
P_62587,W_32408,2,0.775865,0
P_625876,W_5515,3,0.277192,0
P_626,W_625,0,0.484857,1
P_6260,W_4694,4,0.303686,1
P_626161,W_115728,4,0.273702,1
P_626254,W_7084,0,0.328177,0
P_626351,W_53351,4,0.703006,1
P_626488,W_56781,0,0.103768,0
P_626552,W_25154,0,0.518896,0
P_626563,W_15521,2,0.292676,0
P_626567,W_11387,1,0.124486,0
P_626568,W_179,3,0.129587,0
P_626581,W_10603,4,0.431298,1
P_626594,W_15300,2,0.193252,0
P_626595,W_175,2,0.650668,1
P_62697,W_10845,3,0.6433,0
P_627,W_627,2,0.779525,1
P_627286,W_56366,4,0.630415,1
P_62782,W_62782,2,0.540386,0
P_627849,W_4749,1,0.449611,1
P_627850,W_1894,0,0.316748,1
P_62787,W_6859,1,0.39466,0
P_62788,W_19558,3,0.610576,0
P_62790,W_14620,2,0.694264,1
P_62792,W_20088,1,0.853387,1
P_628,W_627,2,0.640934,0
P_628593,W_34728,1,0.58546,1
P_628705,W_47639,0,0.591657,0
P_628715,W_57375,3,0.168065,1
P_628872,W_28221,2,0.703335,1
P_629007,W_20610,2,0.232504,0
P_629142,W_38171,4,0.644134,1
P_6292,W_6292,2,0.115058,0
P_6294,W_3170,4,0.213669,0
P_629583,W_22286,0,0.081931,0
P_62987,W_1282,2,0.430686,0
P_62994,W_575,4,0.142063,0
P_630314,W_3839,2,0.730229,0
P_630321,W_3904,1,0.75689,1
P_630461,W_20110,3,0.834763,0
P_630603,W_11649,1,0.778391,0
P_630778,W_8937,0,0.261843,0
P_630779,W_1596,1,0.48079,1
P_63096,W_34086,3,0.340663,0
P_63103,W_63101,3,0.786705,0
P_63104,W_63101,3,0.799521,0
P_63105,W_63101,3,0.829193,1
P_63108,W_63101,3,0.785895,0
P_631442,W_47674,1,0.351892,1
P_631476,W_47639,0,0.246604,0
P_631477,W_9571,2,0.611063,0
P_631506,W_22945,0,0.543086,1
P_631781,W_86939,4,0.702844,1
P_631815,W_42311,0,0.729632,0
P_631817,W_2911,0,0.689128,1
P_631988,W_112006,2,0.757223,1
P_632161,W_46851,0,0.518442,0
P_63295,W_53687,2,0.459244,1
P_633216,W_73656,0,0.620557,1
P_633412,W_39525,3,0.141305,0
P_633635,W_21352,3,0.533524,0
P_633883,W_10931,1,0.441044,0
P_634041,W_52963,2,0.328837,0
P_634423,W_434,4,0.251264,1
P_63445,W_33251,0,0.513273,0
P_634788,W_45783,3,0.58491,1
P_634835,W_9276,3,0.317006,1
P_634938,W_7818,4,0.710028,1
P_634945,W_140168,2,0.473507,1
P_635255,W_1108,3,0.438976,0
P_63543,W_2427,4,0.24622,0
P_635626,W_82218,3,0.789002,1
P_635823,W_4704,4,0.552595,0
P_6359,W_17866,2,0.179272,0
P_635926,W_70931,1,0.765769,1
P_63598,W_867,3,0.11451,0
P_63599,W_63101,3,0.557797,0
P_63600,W_63101,3,0.71876,0
P_63601,W_63101,3,0.826029,0
P_63605,W_31938,2,0.363833,0
P_63611,W_31938,2,0.781332,1
P_63613,W_246,1,0.30495,0
P_636287,W_856,2,0.135172,0
P_6363,W_3964,1,0.297103,0
P_636442,W_126478,0,0.728039,1
P_636555,W_9643,0,0.211139,0
P_636568,W_9297,4,0.397576,0
P_636735,W_150625,0,0.674207,0
P_636764,W_25000,4,0.213479,0
P_636934,W_4939,4,0.742425,1
P_637222,W_38476,0,0.576539,1
P_637444,W_10581,3,0.726708,1
P_6375,W_575,4,0.306622,0
P_637863,W_108692,1,0.539119,0
P_63796,W_20097,3,0.052314,0
P_638420,W_5440,3,0.740798,1
P_638422,W_20084,4,0.659582,1
P_638423,W_129436,1,0.848126,1
P_638424,W_19943,3,0.599678,0
P_638425,W_28221,2,0.64512,1
P_638426,W_5915,0,0.778169,0
P_638427,W_4829,4,0.782374,1
P_638428,W_23772,3,0.828047,1
P_638442,W_9671,0,0.711899,1
P_63854,W_63854,0,0.550701,1
P_638547,W_115054,1,0.230607,0
P_63855,W_63854,0,0.642742,1
P_638569,W_92417,1,0.634574,1
P_638592,W_10906,4,0.768087,1
P_638618,W_8203,4,0.72573,1
P_638634,W_1939,1,0.677329,0
P_6387,W_373,0,0.343994,0
P_63878,W_31383,2,0.306829,0
P_63885,W_3074,2,0.041379,0
P_63888,W_3174,2,0.152744,0
P_63890,W_2083,2,0.206526,0
P_639257,W_39438,2,0.513959,1
P_639347,W_118399,2,0.735798,1
P_639519,W_5912,3,0.56603,0
P_63992,W_161,2,0.457765,1
P_63993,W_56366,4,0.569676,1
P_6403,W_6403,3,0.149152,0
P_640337,W_87425,0,0.805342,1
P_640346,W_3061,1,0.150831,0
P_640347,W_19903,3,0.064725,0
P_640396,W_64649,4,0.667816,1
P_6404,W_6403,3,0.310593,0
P_640414,W_10129,1,0.054327,0
P_640415,W_9724,4,0.661498,0
P_640461,W_21826,2,0.382496,0
P_640471,W_73656,0,0.611084,0
P_640486,W_80336,0,0.404591,0
P_640491,W_62086,3,0.455189,1
P_640495,W_3264,4,0.432083,1
P_640498,W_21721,1,0.572423,1
P_640612,W_20120,1,0.516365,0
P_640788,W_177431,4,0.115669,0
P_640896,W_775,0,0.588067,0
P_640897,W_112640,1,0.177951,1
P_640898,W_932,4,0.299616,1
P_640972,W_133525,3,0.563952,0
P_641150,W_83881,4,0.630724,1
P_641155,W_83871,4,0.670188,0
P_641156,W_83873,2,0.638442,1
P_641309,W_13687,3,0.825492,1
P_641390,W_3997,3,0.062832,0
P_641400,W_3995,4,0.62394,1
P_641449,W_1017,2,0.460011,0
P_641579,W_40120,3,0.722535,1
P_641597,W_20639,4,0.182185,0
P_641614,W_7818,4,0.632883,1
P_641646,W_77153,3,0.081707,0
P_6417,W_6417,3,0.364498,1
P_641716,W_114408,2,0.689538,1
P_641817,W_10641,3,0.645713,1
P_641827,W_64627,4,0.848983,1
P_641949,W_4354,3,0.530015,0
P_642,W_642,3,0.065726,0
P_642219,W_42338,0,0.62969,1
P_642246,W_97632,1,0.575309,1
P_642417,W_11657,1,0.567479,0
P_642493,W_40971,2,0.558739,1
P_642551,W_19417,4,0.836241,1
P_642667,W_9286,2,0.684784,1
P_642777,W_112006,2,0.678958,0
P_64284,W_52851,4,0.339116,0
P_642871,W_13549,0,0.6125,0
P_64295,W_932,4,0.585518,1
P_643097,W_6097,3,0.291806,0
P_643259,W_29045,2,0.627034,1
P_643294,W_40876,3,0.792237,1
P_64337,W_3170,4,0.262378,1
P_64338,W_9128,2,0.070554,0
P_6435,W_4810,1,0.144283,1
P_643679,W_9286,2,0.797031,1
P_6437,W_6437,3,0.321973,0
P_64371,W_63101,3,0.83169,0
P_64375,W_64372,3,0.598868,0
P_64376,W_64372,3,0.540475,1
P_64377,W_64372,3,0.516196,1
P_64378,W_64372,3,0.616426,1
P_64379,W_64372,3,0.696986,0
P_6439,W_343,4,0.464124,1
P_64390,W_64372,3,0.588598,1
P_64394,W_13552,4,0.778917,1
P_64395,W_64395,4,0.627333,1
P_643954,W_4939,4,0.468235,1
P_64398,W_40675,1,0.823945,0
P_64402,W_4698,1,0.78188,1
P_644146,W_7577,0,0.55521,0
P_644348,W_1282,2,0.265526,0
P_644428,W_46288,2,0.350743,0
P_64445,W_64445,2,0.039693,0
P_644518,W_8824,2,0.296954,0
P_64458,W_64445,2,0.113985,0
P_64462,W_42631,3,0.550527,0
P_64463,W_32531,0,0.164137,0
P_64467,W_11485,4,0.070259,0
P_644717,W_299,1,0.748253,1
P_644799,W_134666,2,0.15224,1
P_64487,W_64395,4,0.792151,1
P_644878,W_38476,0,0.528069,0
P_645025,W_29487,4,0.632225,1
P_645050,W_2407,2,0.526233,1
P_64516,W_64513,2,0.440801,0
P_64517,W_64513,2,0.678064,1
P_64520,W_246,1,0.288438,0
P_645251,W_12159,4,0.502665,1
P_645426,W_4696,4,0.747196,1
P_645437,W_12140,0,0.621103,0
P_645442,W_13549,0,0.760075,1
P_645642,W_2407,2,0.15403,0
P_645662,W_4841,1,0.588125,0
P_645663,W_40876,3,0.682842,1
P_645664,W_3839,2,0.765084,0
P_645668,W_38495,2,0.438759,1
P_645669,W_58783,4,0.620453,0
P_645744,W_126478,0,0.69445,1
P_64577,W_64395,4,0.486331,1
P_64594,W_64593,1,0.783227,1
P_645956,W_100,4,0.524109,1
P_64596,W_20539,3,0.649391,1
P_64597,W_53351,4,0.720337,1
P_645987,W_50939,2,0.473206,1
P_64600,W_51980,1,0.701437,0
P_64627,W_64627,4,0.641329,1
P_64630,W_21528,1,0.684722,1
P_64631,W_78838,3,0.522755,0
P_64634,W_64489,1,0.598765,1
P_646354,W_6163,1,0.429823,0
P_646407,W_117883,0,0.553319,1
P_646409,W_112241,2,0.511546,0
P_646499,W_4541,3,0.348676,0
P_6465,W_6464,3,0.05309,0
P_64650,W_64650,2,0.88495,1
P_64653,W_64648,2,0.626892,1
P_64656,W_64652,1,0.531021,1
P_64658,W_64651,0,0.301211,1
P_64660,W_9724,4,0.694903,1
P_64661,W_64627,4,0.73096,0
P_64663,W_14620,2,0.673901,1
P_646724,W_113724,0,0.289477,1
P_646773,W_243,0,0.508741,1
P_646804,W_22945,0,0.783601,1
P_64681,W_4728,1,0.364387,1
P_646957,W_59319,4,0.544869,1
P_646988,W_27641,3,0.53191,1
P_647000,W_13222,0,0.087826,0
P_647035,W_121182,0,0.746894,1
P_647114,W_122815,1,0.719964,0
P_647459,W_127547,3,0.786463,1
P_647480,W_6441,4,0.716649,0
P_64766,W_64766,0,0.328287,0
P_64767,W_64766,0,0.063403,0
P_64768,W_11014,1,0.526267,1
P_647689,W_48320,1,0.517882,0
P_647691,W_886,1,0.613039,1
P_647797,W_43012,3,0.569763,0
P_648076,W_34699,3,0.578425,0
P_648079,W_19945,4,0.487178,1
P_648080,W_83881,4,0.682664,1
P_648082,W_10781,0,0.693745,0
P_648084,W_7583,1,0.44358,1
P_648085,W_22926,4,0.592131,1
P_648086,W_111510,2,0.757259,1
P_648087,W_39438,2,0.582081,1
P_648131,W_22556,4,0.067062,0
P_648153,W_39520,2,0.155299,0
P_648470,W_37776,3,0.522093,1
P_648558,W_594,1,0.135017,0
P_648673,W_29487,4,0.65142,1
P_648704,W_30246,1,0.248363,0
P_648722,W_6210,3,0.307458,0
P_6488,W_6485,3,0.666426,1
P_648940,W_50379,1,0.740583,1
P_648987,W_136166,0,0.144248,0
P_648989,W_140442,2,0.481229,0
P_649012,W_121548,0,0.11426,1
P_649202,W_594,1,0.261404,1
P_649255,W_594,1,0.249918,0
P_649272,W_594,1,0.141307,1
P_64929,W_40199,4,0.54071,0
P_649593,W_5316,0,0.619728,1
P_649711,W_11819,0,0.758436,1
P_649782,W_88508,0,0.614154,1
P_649791,W_88508,0,0.70914,1
P_649809,W_88508,0,0.784624,1
P_649820,W_88508,0,0.784537,0
P_649827,W_88508,0,0.714854,0
P_649852,W_1412,1,0.624933,0
P_649899,W_42338,0,0.683879,1
P_650241,W_45948,4,0.36391,0
P_650317,W_3744,2,0.171884,0
P_650395,W_5396,1,0.384031,1
P_65052,W_65049,3,0.576318,0
P_650689,W_2271,1,0.202139,0
P_651457,W_7084,0,0.196105,0
P_651504,W_114408,2,0.705366,1
P_651507,W_35188,3,0.821012,1
P_651539,W_20622,0,0.352972,0
P_65159,W_4012,3,0.204717,0
P_651710,W_9271,2,0.410249,0
P_651807,W_20162,3,0.801471,0
P_651866,W_430,3,0.197001,0
P_651868,W_6616,4,0.114107,0
P_651911,W_52963,2,0.220607,1
P_652486,W_11006,2,0.758253,1
P_652552,W_4700,1,0.754091,1
P_652556,W_7202,3,0.677805,1
P_652601,W_21721,1,0.756321,1
P_65261,W_8937,0,0.221839,0
P_652800,W_10577,3,0.659311,1
P_652806,W_118399,2,0.881476,1
P_652810,W_4816,2,0.695922,1
P_652816,W_9131,0,0.730404,0
P_652820,W_9671,0,0.683446,0
P_652858,W_82200,4,0.695909,1
P_652886,W_25511,4,0.724553,1
P_652892,W_114608,4,0.785515,1
P_652901,W_23770,4,0.713644,1
P_652909,W_11516,4,0.753727,1
P_652915,W_132642,1,0.735059,1
P_652947,W_7577,0,0.668238,1
P_65304,W_20036,0,0.791236,1
P_653040,W_886,1,0.598767,1
P_653046,W_4655,2,0.270856,0
P_653068,W_132541,4,0.680921,0
P_653152,W_64489,1,0.666117,1
P_65327,W_19558,3,0.460104,0
P_65330,W_62782,2,0.549605,0
P_6536,W_6536,2,0.042371,0
P_653679,W_17866,2,0.451081,0
P_6537,W_6536,2,0.15739,0
P_653757,W_122602,0,0.535304,1
P_65382,W_65381,2,0.413524,0
P_65384,W_65381,2,0.718367,1
P_65387,W_4683,2,0.723968,0
P_65392,W_65381,2,0.591109,0
P_65393,W_65381,2,0.711215,1
P_6540,W_6536,2,0.06313,0
P_654038,W_114947,1,0.226866,0
P_654040,W_49809,4,0.575406,1
P_654163,W_19417,4,0.758001,1
P_6543,W_6536,2,0.073731,0
P_654649,W_68897,1,0.227963,1
P_654778,W_89492,2,0.034392,1
P_654791,W_11471,2,0.690704,1
P_6550,W_6549,2,0.584033,1
P_655057,W_9350,2,0.680933,0
P_655060,W_8696,0,0.030105,0
P_6551,W_6549,2,0.46238,1
P_655188,W_52660,4,0.311171,1
P_6552,W_6549,2,0.175486,0
P_655290,W_118823,4,0.676848,1
P_6553,W_6549,2,0.267148,0
P_655300,W_82877,4,0.610053,1
P_655473,W_10906,4,0.646632,1
P_655537,W_23525,3,0.092979,0
P_655966,W_92417,1,0.710703,1
P_655992,W_38429,4,0.68729,0
P_656,W_656,1,0.167543,1
P_65604,W_401,2,0.203937,0
P_656047,W_19943,3,0.509765,1
P_65608,W_56239,3,0.597589,1
P_65611,W_65609,2,0.747176,0
P_65613,W_65609,2,0.692579,1
P_656131,W_21025,2,0.690066,0
P_656132,W_5461,4,0.477749,0
P_65616,W_65609,2,0.813211,1
P_656865,W_103771,3,0.395969,0
P_657197,W_54466,2,0.798312,1
P_657201,W_54461,0,0.800359,1
P_657407,W_149807,2,0.322496,1
P_657433,W_145365,1,0.066153,0
P_657489,W_120968,2,0.388618,1
P_657511,W_9508,3,0.430257,0
P_657520,W_10907,3,0.67006,1
