wid,pid,role
W_311,P_165824,train
W_311,P_511679,train
W_3115,P_254214,train
W_3115,P_492630,train
W_31164,P_511733,train
W_31164,P_72830,train
W_31395,P_31397,train
W_31395,P_383668,train
W_31404,P_221630,train
W_31404,P_31405,train
W_31406,P_356122,train
W_31406,P_497743,train
W_31468,P_31466,train
W_31468,P_31468,train
W_31478,P_453310,train
W_31478,P_456819,train
W_31690,P_221361,train
W_31690,P_384772,train
W_31755,P_31755,train
W_31755,P_385027,train
W_31761,P_163857,train
W_31761,P_298395,train
W_31836,P_31837,train
W_31836,P_731080,train
W_31949,P_31955,train
W_31949,P_323946,train
W_31989,P_164855,train
W_31989,P_31990,train
W_32129,P_532666,train
W_32129,P_532667,train
W_32172,P_32172,train
W_32172,P_32174,train
W_32185,P_515829,train
W_32185,P_773676,train
W_32188,P_143726,train
W_32188,P_369395,train
W_32221,P_145986,train
W_32221,P_377458,train
W_3232,P_3232,train
W_3232,P_3233,train
W_32333,P_255435,train
W_32333,P_452753,train
W_32335,P_32336,train
W_32335,P_526674,train
W_32433,P_32434,train
W_32433,P_618105,train
W_32455,P_31066,train
W_32455,P_32455,train
W_3249,P_286004,train
W_3249,P_3249,train
W_32602,P_32602,train
W_32602,P_409759,train
W_32608,P_32608,train
W_32608,P_32609,train
W_32665,P_565585,train
W_32665,P_654475,train
W_32685,P_32685,train
W_32685,P_32686,train
W_32689,P_32689,train
W_32689,P_575353,train
W_3274,P_131523,train
W_3274,P_291682,train
W_32746,P_32746,train
W_32746,P_68790,train
W_32784,P_258048,train
W_32784,P_32799,train
W_32806,P_140220,train
W_32806,P_36067,train
W_33,P_17407,train
W_33,P_685920,train
W_33066,P_46493,train
W_33066,P_792097,train
W_3315,P_3315,train
W_3315,P_335547,train
W_33184,P_254680,train
W_33184,P_33185,train
W_33295,P_147877,train
W_33295,P_188447,train
W_3333,P_101072,train
W_3333,P_379397,train
W_33447,P_238918,train
W_33447,P_599675,train
W_3345,P_125124,train
W_3345,P_3345,train
W_33481,P_576884,train
W_33481,P_740709,train
W_33483,P_227971,train
W_33483,P_33483,train
W_33564,P_104048,train
W_33564,P_33564,train
W_33731,P_33731,train
W_33731,P_645016,train
W_33750,P_33750,train
W_33750,P_344689,train
W_3378,P_3379,train
W_3378,P_3385,train
W_33815,P_208408,train
W_33815,P_240263,train
W_33896,P_318879,train
W_33896,P_33896,train
W_34142,P_210189,train
W_34142,P_34144,train
W_34190,P_34191,train
W_34190,P_384770,train
W_34200,P_263186,train
W_34200,P_34200,train
W_34341,P_179936,train
W_34341,P_34341,train
W_34357,P_127183,train
W_34357,P_513888,train
W_3439,P_413256,train
W_3439,P_544863,train
W_34531,P_34531,train
W_34531,P_34538,train
W_34583,P_34588,train
W_34583,P_68345,train
W_34637,P_34637,train
W_34637,P_401584,train
W_34650,P_344679,train
W_34650,P_344681,train
W_34664,P_199522,train
W_34664,P_34664,train
W_3468,P_147490,train
W_3468,P_19061,train
W_34706,P_34707,train
W_34706,P_80398,train
W_34756,P_129033,train
W_34756,P_358910,train
W_34833,P_566497,train
W_34833,P_675364,train
W_34952,P_103999,train
W_34952,P_546709,train
W_34997,P_34998,train
W_34997,P_720242,train
W_35040,P_476769,train
W_35040,P_771200,train
W_35076,P_62143,train
W_35076,P_719919,train
W_35096,P_35096,train
W_35096,P_97189,train
W_35177,P_35177,train
W_35177,P_426184,train
W_35191,P_102469,train
W_35191,P_149768,train
W_35273,P_227543,train
W_35273,P_389682,train
W_35277,P_257082,train
W_35277,P_286018,train
W_35317,P_290000,train
W_35317,P_734722,train
W_35332,P_190650,train
W_35332,P_35332,train
W_35399,P_338440,train
W_35399,P_35399,train
W_35453,P_339601,train
W_35453,P_744898,train
W_35482,P_213543,train
W_35482,P_82951,train
W_35486,P_110164,train
W_35486,P_241426,train
W_35565,P_35565,train
W_35565,P_786098,train
W_35588,P_487303,train
W_35588,P_584027,train
W_35691,P_227930,train
W_35691,P_769528,train
W_35739,P_289226,train
W_35739,P_35739,train
W_3578,P_6355,train
W_3578,P_6468,train
W_35798,P_44282,train
W_35798,P_647043,train
W_35814,P_725442,train
W_35814,P_98293,train
W_35838,P_35838,train
W_35838,P_399581,train
W_35846,P_35846,train
W_35846,P_510563,train
W_35854,P_581488,train
W_35854,P_612848,train
W_35892,P_64061,train
W_35892,P_714286,train
W_35930,P_297280,train
W_35930,P_297288,train
W_36,P_12934,train
W_36,P_8600,train
W_36008,P_180885,train
W_36008,P_425927,train
W_36054,P_36054,train
W_36054,P_36055,train
W_36073,P_153599,train
W_36073,P_663061,train
W_36093,P_254664,train
W_36093,P_36093,train
W_36123,P_36123,train
W_36123,P_36124,train
W_36139,P_100097,train
W_36139,P_154092,train
W_36215,P_36215,train
W_36215,P_36217,train
W_36293,P_36293,train
W_36293,P_36294,train
W_36304,P_36305,train
W_36304,P_576667,train
W_36368,P_154866,train
W_36368,P_36369,train
W_36441,P_36454,train
W_36441,P_98890,train
W_36554,P_119673,train
W_36554,P_337438,train
W_3667,P_3668,train
W_3667,P_399315,train
W_36722,P_255072,train
W_36722,P_364593,train
W_36754,P_470154,train
W_36754,P_561039,train
W_3684,P_391270,train
W_3684,P_428697,train
W_3701,P_48160,train
W_3701,P_695519,train
W_37029,P_684745,train
W_37029,P_721653,train
W_37083,P_341039,train
W_37083,P_37083,train
W_3712,P_168936,train
W_3712,P_365834,train
W_37122,P_244330,train
W_37122,P_37122,train
W_37423,P_37426,train
W_37423,P_473375,train
W_3748,P_148366,train
W_3748,P_3749,train
W_3750,P_167905,train
W_3750,P_232958,train
W_37540,P_37541,train
W_37540,P_405071,train
W_37588,P_432853,train
W_37588,P_567856,train
W_37676,P_345083,train
W_37676,P_37676,train
W_37784,P_37784,train
W_37784,P_37785,train
W_37812,P_206721,train
W_37812,P_273318,train
W_37827,P_319638,train
W_37827,P_37827,train
W_38024,P_198977,train
W_38024,P_38024,train
W_3810,P_220796,train
W_3810,P_45964,train
W_38134,P_38137,train
W_38134,P_715833,train
W_38146,P_287283,train
W_38146,P_382731,train
W_38167,P_38168,train
W_38167,P_759799,train
W_3819,P_221366,train
W_3819,P_33074,train
W_38305,P_332530,train
W_38305,P_51534,train
W_38326,P_38326,train
W_38326,P_694587,train
W_3835,P_3835,train
W_3835,P_492179,train
W_38361,P_126122,train
W_38361,P_38362,train
W_38396,P_38396,train
W_38396,P_38397,train
W_3850,P_3850,train
W_3850,P_3851,train
W_3856,P_24229,train
W_3856,P_352203,train
W_3865,P_3866,train
W_3865,P_74464,train
W_38930,P_38930,train
W_38930,P_432867,train
W_38950,P_242573,train
W_38950,P_616164,train
W_38988,P_165320,train
W_38988,P_38989,train
W_38991,P_38991,train
W_38991,P_38992,train
W_38995,P_255570,train
W_38995,P_38995,train
W_3900,P_67350,train
W_3900,P_82920,train
W_39101,P_425594,train
W_39101,P_619790,train
W_39228,P_351702,train
W_39228,P_39228,train
W_39239,P_39239,train
W_39239,P_39240,train
W_39245,P_263017,train
W_39245,P_731136,train
W_39287,P_39287,train
W_39287,P_39288,train
W_39354,P_707559,train
W_39354,P_708014,train
W_39435,P_181890,train
W_39435,P_563483,train
W_39458,P_141826,train
W_39458,P_90871,train
W_39716,P_351922,train
W_39716,P_56092,train
W_3974,P_115216,train
W_3974,P_489752,train
W_39810,P_545807,train
W_39810,P_794833,train
W_3982,P_237169,train
W_3982,P_418748,train
W_3986,P_3987,train
W_3986,P_755068,train
W_3990,P_3990,train
W_3990,P_3991,train
W_40069,P_170605,train
W_40069,P_40069,train
W_40083,P_171007,train
W_40083,P_601586,train
W_40213,P_40213,train
W_40213,P_717277,train
W_40242,P_40243,train
W_40242,P_743891,train
W_40275,P_282069,train
W_40275,P_71738,train
W_40341,P_178975,train
W_40341,P_40341,train
W_40422,P_40422,train
W_40422,P_546278,train
W_40437,P_241674,train
W_40437,P_314979,train
W_4045,P_105727,train
W_4045,P_47105,train
W_40499,P_40499,train
W_40499,P_524683,train
W_4051,P_4051,train
W_4051,P_594731,train
W_40558,P_329948,train
W_40558,P_40559,train
W_40582,P_67867,train
W_40582,P_754326,train
W_40777,P_183399,train
W_40777,P_331038,train
W_40808,P_399045,train
W_40808,P_40812,train
W_40831,P_40832,train
W_40831,P_562543,train
W_40894,P_149352,train
W_40894,P_206696,train
W_40904,P_40905,train
W_40904,P_98986,train
W_40967,P_40967,train
W_40967,P_783216,train
W_40997,P_299928,train
W_40997,P_81708,train
W_41023,P_212163,train
W_41023,P_41023,train
W_41134,P_41134,train
W_41134,P_743865,train
W_41328,P_385760,train
W_41328,P_92519,train
W_41388,P_41388,train
W_41388,P_41389,train
W_41449,P_41450,train
W_41449,P_649485,train
W_41460,P_41461,train
W_41460,P_650034,train
W_4154,P_4154,train
W_4154,P_655147,train
W_41591,P_41592,train
W_41591,P_774474,train
W_41598,P_628319,train
W_41598,P_752469,train
W_41634,P_294992,train
W_41634,P_41634,train
W_41676,P_41676,train
W_41676,P_544590,train
W_41710,P_413532,train
W_41710,P_41710,train
W_41730,P_393341,train
W_41730,P_553807,train
W_41793,P_304172,train
W_41793,P_41793,train
W_41865,P_41870,train
W_41865,P_700140,train
W_4187,P_4188,train
W_4187,P_465566,train
W_41910,P_187028,train
W_41910,P_363206,train
W_41953,P_103968,train
W_41953,P_41953,train
W_41958,P_41959,train
W_41958,P_789766,train
W_41970,P_363989,train
W_41970,P_761938,train
W_4198,P_360471,train
W_4198,P_368819,train
W_420,P_420,train
W_420,P_743703,train
W_42052,P_544901,train
W_42052,P_756086,train
W_4207,P_4207,train
W_4207,P_4208,train
W_42086,P_259564,train
W_42086,P_669267,train
W_42163,P_42163,train
W_42163,P_666952,train
W_4219,P_381348,train
W_4219,P_65086,train
W_42215,P_42226,train
W_42215,P_705365,train
W_42287,P_265156,train
W_42287,P_42288,train
W_4232,P_446283,train
W_4232,P_463466,train
W_42372,P_45428,train
W_42372,P_616304,train
W_4242,P_28481,train
W_4242,P_28527,train
W_42448,P_140296,train
W_42448,P_183726,train
W_4258,P_35321,train
W_4258,P_4259,train
W_42759,P_42759,train
W_42759,P_785653,train
W_42777,P_188852,train
W_42777,P_549405,train
W_42795,P_45122,train
W_42795,P_673498,train
W_428,P_488576,train
W_428,P_6642,train
W_42835,P_325862,train
W_42835,P_42835,train
W_4284,P_4285,train
W_4284,P_55537,train
W_43007,P_131680,train
W_43007,P_509966,train
W_43054,P_43055,train
W_43054,P_89275,train
W_43078,P_43079,train
W_43078,P_43080,train
W_43106,P_265309,train
W_43106,P_43107,train
W_43110,P_151679,train
W_43110,P_615004,train
W_43149,P_43149,train
W_43149,P_43150,train
W_4322,P_154987,train
W_4322,P_764902,train
W_43388,P_43388,train
W_43388,P_469252,train
W_43471,P_43471,train
W_43471,P_736482,train
W_43520,P_225890,train
W_43520,P_369163,train
W_43533,P_345911,train
W_43533,P_778799,train
W_43536,P_43536,train
W_43536,P_611936,train
W_43568,P_473805,train
W_43568,P_627896,train
W_4357,P_27191,train
W_4357,P_61492,train
W_4361,P_704789,train
W_4361,P_797596,train
W_43744,P_43744,train
W_43744,P_613540,train
W_43748,P_43751,train
W_43748,P_43848,train
W_43831,P_43831,train
W_43831,P_43832,train
W_43875,P_43877,train
W_43875,P_53989,train
W_43999,P_416990,train
W_43999,P_760507,train
W_44013,P_497037,train
W_44013,P_536981,train
W_44096,P_415684,train
W_44096,P_92674,train
W_44148,P_192094,train
W_44148,P_44148,train
W_44156,P_44156,train
W_44156,P_483645,train
W_4418,P_15823,train
W_4418,P_4418,train
W_442,P_443,train
W_442,P_481920,train
W_4435,P_118789,train
W_4435,P_4436,train
W_4439,P_352958,train
W_4439,P_97682,train
W_44630,P_44630,train
W_44630,P_44631,train
W_44754,P_151936,train
W_44754,P_44767,train
W_4479,P_106488,train
W_4479,P_189752,train
W_44818,P_135804,train
W_44818,P_764517,train
W_44877,P_44878,train
W_44877,P_80712,train
W_4489,P_439793,train
W_4489,P_761779,train
W_44949,P_336022,train
W_44949,P_44949,train
W_44988,P_292305,train
W_44988,P_414682,train
W_45004,P_270699,train
W_45004,P_92041,train
W_45013,P_45013,train
W_45013,P_45015,train
W_45153,P_224000,train
W_45153,P_724819,train
W_45182,P_190173,train
W_45182,P_45182,train
W_4521,P_18349,train
W_4521,P_715315,train
W_45560,P_45560,train
W_45560,P_45561,train
W_45824,P_394515,train
W_45824,P_92070,train
W_45831,P_45831,train
W_45831,P_799760,train
W_45907,P_565238,train
W_45907,P_739892,train
W_46038,P_46038,train
W_46038,P_602160,train
W_46043,P_46043,train
W_46043,P_46044,train
W_46131,P_106385,train
W_46131,P_238469,train
W_4618,P_15578,train
W_4618,P_302304,train
W_46205,P_46207,train
W_46205,P_479930,train
W_46227,P_46227,train
W_46227,P_547914,train
W_46258,P_425467,train
W_46258,P_428609,train
W_46263,P_261272,train
W_46263,P_46266,train
W_46271,P_398600,train
W_46271,P_626575,train
W_46282,P_261412,train
W_46282,P_488644,train
W_4629,P_101602,train
W_4629,P_96257,train
W_4637,P_390362,train
W_4637,P_504081,train
W_46690,P_646305,train
W_46690,P_740165,train
W_4670,P_319641,train
W_4670,P_782048,train
W_46941,P_46941,train
W_46941,P_46942,train
W_46950,P_46950,train
W_46950,P_46951,train
W_46963,P_455956,train
W_46963,P_495320,train
W_46976,P_46978,train
W_46976,P_83960,train
W_47128,P_47128,train
W_47128,P_47710,train
W_4713,P_4713,train
W_4713,P_97631,train
W_47184,P_455779,train
W_47184,P_99657,train
W_47186,P_455790,train
W_47186,P_47186,train
W_47326,P_47326,train
W_47326,P_47327,train
W_47335,P_189348,train
W_47335,P_751259,train
W_4734,P_4734,train
W_4734,P_775363,train
W_475,P_476,train
W_475,P_785587,train
W_47802,P_531932,train
W_47802,P_578544,train
W_47879,P_452171,train
W_47879,P_723846,train
W_47907,P_47908,train
W_47907,P_626694,train
W_48006,P_108492,train
W_48006,P_48009,train
W_48057,P_190524,train
W_48057,P_48057,train
W_4808,P_312947,train
W_4808,P_4808,train
W_48113,P_451767,train
W_48113,P_560291,train
W_48182,P_171957,train
W_48182,P_329485,train
W_48237,P_384963,train
W_48237,P_498044,train
W_48330,P_56900,train
W_48330,P_56902,train
W_48406,P_113553,train
W_48406,P_754407,train
W_48469,P_84664,train
W_48469,P_85919,train
W_48681,P_19382,train
W_48681,P_48682,train
W_48770,P_316290,train
W_48770,P_69377,train
W_48878,P_48878,train
W_48878,P_579211,train
W_48889,P_48889,train
W_48889,P_48890,train
W_4890,P_689270,train
W_4890,P_761285,train
W_48978,P_48978,train
W_48978,P_756093,train
W_48985,P_312413,train
W_48985,P_48985,train
W_49026,P_49026,train
W_49026,P_55905,train
W_49075,P_49075,train
W_49075,P_49076,train
W_49270,P_307569,train
W_49270,P_88548,train
W_49335,P_318289,train
W_49335,P_49335,train
W_49337,P_49337,train
W_49337,P_520871,train
W_49486,P_255043,train
W_49486,P_49486,train
W_49526,P_49526,train
W_49526,P_70610,train
W_49593,P_49594,train
W_49593,P_524369,train
W_49595,P_432170,train
W_49595,P_635108,train
W_49637,P_49637,train
W_49637,P_773578,train
W_4966,P_299025,train
W_4966,P_529081,train
W_49753,P_671002,train
W_49753,P_76718,train
W_49969,P_49969,train
W_49969,P_99619,train
W_49978,P_49978,train
W_49978,P_519614,train
W_49988,P_49988,train
W_49988,P_765491,train
W_50031,P_50031,train
W_50031,P_50032,train
W_50102,P_576734,train
W_50102,P_766500,train
W_50157,P_418592,train
W_50157,P_574351,train
W_50219,P_277090,train
W_50219,P_336140,train
W_5025,P_5025,train
W_5025,P_721086,train
W_50314,P_493182,train
W_50314,P_50314,train
W_50349,P_463811,train
W_50349,P_50349,train
W_50350,P_50350,train
W_50350,P_576710,train
W_50457,P_50458,train
W_50457,P_57866,train
W_50596,P_315148,train
W_50596,P_470878,train
W_50600,P_131646,train
W_50600,P_455267,train
W_50656,P_50656,train
W_50656,P_633970,train
W_50660,P_50660,train
W_50660,P_732310,train
W_50672,P_288704,train
W_50672,P_540332,train
W_50679,P_470579,train
W_50679,P_50679,train
W_50749,P_472646,train
W_50749,P_692954,train
W_5080,P_443836,train
W_5080,P_5085,train
W_50868,P_501044,train
W_50868,P_50868,train
W_50871,P_371034,train
W_50871,P_50871,train
W_5088,P_5087,train
W_5088,P_521538,train
W_50937,P_447607,train
W_50937,P_50937,train
W_50962,P_193794,train
W_50962,P_750290,train
W_51071,P_378458,train
W_51071,P_51367,train
W_51095,P_51095,train
W_51095,P_683302,train
W_5111,P_5111,train
W_5111,P_99900,train
W_5115,P_173305,train
W_5115,P_5116,train
W_51184,P_51184,train
W_51184,P_51192,train
W_51246,P_137826,train
W_51246,P_51246,train
W_51369,P_51369,train
W_51369,P_787368,train
W_5158,P_173652,train
W_5158,P_298704,train
W_51645,P_248205,train
W_51645,P_287350,train
W_51744,P_419978,train
W_51744,P_601476,train
W_51760,P_247648,train
W_51760,P_51763,train
W_51772,P_680367,train
W_51772,P_78254,train
W_51812,P_51814,train
W_51812,P_86590,train
W_5208,P_553284,train
W_5208,P_770991,train
W_52225,P_500955,train
W_52225,P_798404,train
W_52230,P_226170,train
W_52230,P_561497,train
W_52350,P_52350,train
W_52350,P_52352,train
W_52646,P_691688,train
W_52646,P_693816,train
W_52679,P_383136,train
W_52679,P_784167,train
W_52705,P_106306,train
W_52705,P_52708,train
W_52864,P_264792,train
W_52864,P_726414,train
W_52936,P_623305,train
W_52936,P_714597,train
W_5298,P_181258,train
W_5298,P_292688,train
W_53006,P_53013,train
W_53006,P_664081,train
W_53007,P_278598,train
W_53007,P_53035,train
W_53041,P_123509,train
W_53041,P_789864,train
W_53070,P_474152,train
W_53070,P_785043,train
W_53072,P_664860,train
W_53072,P_664886,train
W_53256,P_53257,train
W_53256,P_53258,train
W_53296,P_112263,train
W_53296,P_53296,train
W_53325,P_256024,train
W_53325,P_716923,train
W_5334,P_368363,train
W_5334,P_797608,train
W_5339,P_5339,train
W_5339,P_799646,train
W_53390,P_53390,train
W_53390,P_53393,train
W_53461,P_53461,train
W_53461,P_53462,train
W_5370,P_373771,train
W_5370,P_375343,train
W_53810,P_162684,train
W_53810,P_487744,train
W_54031,P_195275,train
W_54031,P_721631,train
W_54071,P_418151,train
W_54071,P_54071,train
W_54078,P_175634,train
W_54078,P_179207,train
W_5408,P_5408,train
W_5408,P_758704,train
W_54084,P_54084,train
W_54084,P_54107,train
W_54143,P_54147,train
W_54143,P_761449,train
W_54228,P_478318,train
W_54228,P_54228,train
W_54231,P_307189,train
W_54231,P_562233,train
W_54295,P_498446,train
W_54295,P_59992,train
W_54304,P_54304,train
W_54304,P_735439,train
W_54311,P_54312,train
W_54311,P_91081,train
W_54361,P_89119,train
W_54361,P_96552,train
W_54366,P_54366,train
W_54366,P_653291,train
W_54371,P_54371,train
W_54371,P_54372,train
W_54508,P_54508,train
W_54508,P_54509,train
W_5464,P_252617,train
W_5464,P_5464,train
W_54652,P_497188,train
W_54652,P_747773,train
W_5477,P_215275,train
W_5477,P_262272,train
W_54812,P_453593,train
W_54812,P_96800,train
W_5482,P_196285,train
W_5482,P_717768,train
W_54839,P_108766,train
W_54839,P_649439,train
W_54864,P_499243,train
W_54864,P_54864,train
W_54876,P_54876,train
W_54876,P_54877,train
W_54914,P_54914,train
W_54914,P_742316,train
W_54925,P_54934,train
W_54925,P_746232,train
W_54971,P_470692,train
W_54971,P_92114,train
W_55031,P_55031,train
W_55031,P_55035,train
W_55043,P_196488,train
W_55043,P_283716,train
W_55069,P_55069,train
W_55069,P_690783,train
W_55208,P_204147,train
W_55208,P_55208,train
W_55216,P_106482,train
W_55216,P_55216,train
W_55349,P_55350,train
W_55349,P_619885,train
W_55375,P_55375,train
W_55375,P_785256,train
W_55440,P_55440,train
W_55440,P_762014,train
W_55470,P_267360,train
W_55470,P_55475,train
W_55485,P_246934,train
W_55485,P_55490,train
W_55516,P_55516,train
W_55516,P_55517,train
W_55539,P_506493,train
W_55539,P_55539,train
W_55719,P_280850,train
W_55719,P_439456,train
W_5580,P_177978,train
W_5580,P_287754,train
W_55806,P_236438,train
W_55806,P_244735,train
W_55877,P_197326,train
W_55877,P_55877,train
W_55898,P_227729,train
W_55898,P_55898,train
W_55972,P_269638,train
W_55972,P_484450,train
W_56016,P_714536,train
W_56016,P_714898,train
W_56037,P_175722,train
W_56037,P_56044,train
W_56038,P_56045,train
W_56038,P_764091,train
W_56051,P_56067,train
W_56051,P_764891,train
W_5609,P_5610,train
W_5609,P_577159,train
W_56117,P_56117,train
W_56117,P_56122,train
W_56141,P_520286,train
W_56141,P_520288,train
W_56178,P_10872,train
W_56178,P_56178,train
W_5622,P_5622,train
W_5622,P_761768,train
W_5624,P_5625,train
W_5624,P_764885,train
W_56280,P_705881,train
W_56280,P_74840,train
W_56359,P_56359,train
W_56359,P_757034,train
W_56554,P_388637,train
W_56554,P_56556,train
W_56557,P_56557,train
W_56557,P_56559,train
W_5664,P_25464,train
W_5664,P_5664,train
W_5669,P_247182,train
W_5669,P_655503,train
W_56707,P_275859,train
W_56707,P_577087,train
W_56728,P_56728,train
W_56728,P_56737,train
W_56754,P_106261,train
W_56754,P_56754,train
W_56792,P_187136,train
W_56792,P_56792,train
W_5680,P_175621,train
W_5680,P_71063,train
W_5682,P_5684,train
W_5682,P_615976,train
W_5685,P_5685,train
W_5685,P_5686,train
W_56855,P_175628,train
W_56855,P_56855,train
W_56869,P_527722,train
W_56869,P_56869,train
W_56892,P_719923,train
W_56892,P_736348,train
W_56904,P_396587,train
W_56904,P_432036,train
W_56922,P_207724,train
W_56922,P_479234,train
W_56953,P_56953,train
W_56953,P_80996,train
W_56954,P_266712,train
W_56954,P_89824,train
W_56982,P_371917,train
W_56982,P_56983,train
W_57007,P_155008,train
W_57007,P_57007,train
W_57073,P_331577,train
W_57073,P_619127,train
W_57106,P_681934,train
W_57106,P_716512,train
W_57113,P_57113,train
W_57113,P_716516,train
W_57263,P_162112,train
W_57263,P_62892,train
W_57296,P_328766,train
W_57296,P_57297,train
W_57398,P_57398,train
W_57398,P_81441,train
W_57401,P_57401,train
W_57401,P_81442,train
W_57433,P_57433,train
W_57433,P_57435,train
W_57444,P_57444,train
W_57444,P_57445,train
W_57511,P_386065,train
W_57511,P_590056,train
W_57535,P_412837,train
W_57535,P_57535,train
W_57611,P_481812,train
W_57611,P_57617,train
W_57706,P_171431,train
W_57706,P_790162,train
W_57735,P_364821,train
W_57735,P_420085,train
W_57758,P_536699,train
W_57758,P_57758,train
W_57831,P_57831,train
W_57831,P_57832,train
W_57876,P_350159,train
W_57876,P_57876,train
W_57930,P_248913,train
W_57930,P_371876,train
W_57950,P_57951,train
W_57950,P_73537,train
W_58099,P_542748,train
W_58099,P_572639,train
W_58143,P_58143,train
W_58143,P_58162,train
W_58254,P_58254,train
W_58254,P_742877,train
W_58285,P_58285,train
W_58285,P_60352,train
W_58373,P_58384,train
W_58373,P_58391,train
W_58398,P_58398,train
W_58398,P_58400,train
W_58446,P_59507,train
W_58446,P_99566,train
W_5853,P_179913,train
W_5853,P_763121,train
W_58603,P_58603,train
W_58603,P_58604,train
W_58728,P_58730,train
W_58728,P_684435,train
W_58733,P_58733,train
W_58733,P_58734,train
W_58738,P_362046,train
W_58738,P_58740,train
W_58758,P_193699,train
W_58758,P_488824,train
W_58814,P_58814,train
W_58814,P_58819,train
W_58915,P_58915,train
W_58915,P_58916,train
W_5897,P_459703,train
W_5897,P_676080,train
W_58992,P_581324,train
W_58992,P_58992,train
W_59115,P_579059,train
W_59115,P_59115,train
W_59122,P_165304,train
W_59122,P_499452,train
W_59174,P_469862,train
W_59174,P_59174,train
W_59196,P_59198,train
W_59196,P_740544,train
W_59223,P_59223,train
W_59223,P_727506,train
W_59237,P_59249,train
W_59237,P_724761,train
W_59253,P_200370,train
W_59253,P_404659,train
W_59313,P_388624,train
W_59313,P_388633,train
W_59363,P_70753,train
W_59363,P_97170,train
W_59394,P_59394,train
W_59394,P_85526,train
W_59449,P_626579,train
W_59449,P_742680,train
W_59470,P_347988,train
W_59470,P_734100,train
W_59622,P_59622,train
W_59622,P_59623,train
W_59627,P_494217,train
W_59627,P_59627,train
W_59675,P_507310,train
W_59675,P_68163,train
W_59681,P_158923,train
W_59681,P_86172,train
W_59697,P_152070,train
W_59697,P_59697,train
W_5977,P_247675,train
W_5977,P_753992,train
W_59913,P_627965,train
W_59913,P_785718,train
W_59946,P_59946,train
W_59946,P_59948,train
W_59975,P_316234,train
W_59975,P_59975,train
W_60010,P_524860,train
W_60010,P_60010,train
W_60015,P_146320,train
W_60015,P_525684,train
W_60135,P_60152,train
W_60135,P_752834,train
W_60387,P_60401,train
W_60387,P_60406,train
W_6041,P_185639,train
W_6041,P_453291,train
W_60460,P_340380,train
W_60460,P_396828,train
W_6048,P_584388,train
W_6048,P_791840,train
W_60480,P_60481,train
W_60480,P_623959,train
W_60483,P_490338,train
W_60483,P_60483,train
W_60515,P_587043,train
W_60515,P_60516,train
W_60535,P_589295,train
W_60535,P_60535,train
W_606,P_717496,train
W_606,P_80776,train
W_60691,P_495657,train
W_60691,P_60692,train
W_60699,P_60698,train
W_60699,P_60701,train
W_60776,P_60776,train
W_60776,P_727622,train
W_60883,P_183798,train
W_60883,P_615250,train
W_61062,P_61062,train
W_61062,P_61063,train
W_61238,P_260393,train
W_61238,P_359931,train
W_61266,P_493501,train
W_61266,P_61266,train
W_61555,P_716843,train
W_61555,P_716882,train
W_6187,P_611663,train
W_6187,P_713215,train
W_61894,P_599071,train
W_61894,P_719698,train
W_61914,P_232777,train
W_61914,P_95395,train
W_61951,P_300889,train
W_61951,P_604497,train
W_61982,P_203773,train
W_61982,P_493205,train
W_61998,P_566622,train
W_61998,P_636717,train
W_62033,P_85847,train
W_62033,P_93709,train
W_62162,P_272549,train
W_62162,P_709765,train
W_62166,P_472145,train
W_62166,P_669923,train
W_6221,P_334893,train
W_6221,P_562647,train
W_62232,P_402417,train
W_62232,P_62233,train
W_62260,P_613504,train
W_62260,P_62260,train
W_62310,P_205792,train
W_62310,P_494869,train
W_62375,P_649230,train
W_62375,P_681950,train
W_62376,P_364300,train
W_62376,P_681946,train
W_62425,P_674255,train
W_62425,P_774361,train
W_62463,P_357879,train
W_62463,P_62463,train
W_62483,P_100382,train
W_62483,P_62484,train
W_62562,P_62562,train
W_62562,P_62563,train
W_62595,P_242567,train
W_62595,P_593478,train
W_62615,P_62615,train
W_62615,P_796353,train
W_62657,P_62657,train
W_62657,P_62658,train
W_62809,P_327865,train
W_62809,P_730915,train
W_62851,P_304029,train
W_62851,P_533067,train
W_62961,P_62961,train
W_62961,P_86624,train
W_63,P_506484,train
W_63,P_63,train
W_63010,P_63010,train
W_63010,P_663922,train
W_63040,P_108353,train
W_63040,P_63040,train
W_63049,P_619910,train
W_63049,P_703782,train
W_63289,P_624488,train
W_63289,P_63289,train
W_63300,P_261508,train
W_63300,P_726436,train
W_63301,P_63301,train
W_63301,P_63311,train
W_63439,P_210005,train
W_63439,P_212422,train
W_63712,P_213941,train
W_63712,P_215969,train
W_63754,P_587496,train
W_63754,P_587548,train
W_638,P_611352,train
W_638,P_639,train
W_63829,P_560182,train
W_63829,P_63829,train
W_63900,P_259834,train
W_63900,P_63900,train
W_6396,P_102421,train
W_6396,P_6398,train
W_63986,P_250628,train
W_63986,P_40271,train
W_6423,P_45251,train
W_6423,P_760260,train
W_6430,P_38422,train
W_6430,P_687773,train
W_64339,P_234894,train
W_64339,P_280625,train
W_64417,P_190939,train
W_64417,P_290957,train
W_64443,P_67475,train
W_64443,P_707553,train
W_64444,P_64444,train
W_64444,P_722611,train
W_64447,P_728065,train
W_64447,P_742755,train
W_64469,P_64498,train
W_64469,P_64499,train
W_6447,P_127728,train
W_6447,P_6448,train
W_64583,P_64583,train
W_64583,P_64847,train
