query_pid,query_wid,n_rel,global:full_long_rel_ranks,global:full_60_rel_ranks,global:base_1500_rel_ranks,ttr_rel_ranks,win_max_rel_ranks,win_fuse_rel_ranks,s1_hub_rel_ranks
P_585266,W_775,12,1;2;3;5;6;10;40;46;74;144;237;725,21;42;73;101;143;165;170;264;266;1285;1431;2061,67;89;150;195;351;385;1280;2144;2162;3331;5458;8505,1;2;4;6;8;22;23;35;68;84;202;424,2;7;10;14;17;21;265;433;467;677;750;1430,1;2;3;4;5;7;45;69;143;212;380;607,1;2;3;5;6;10;40;46;74;144;237;725
P_585340,W_32062,12,5;12;13;29;34;39;160;232;297;314;784;1164,1;2;4;5;8;13;14;22;59;91;157;200,3;31;35;52;58;108;149;175;207;210;247;269,1;2;3;4;5;7;9;54;57;61;128;309,1;2;3;4;5;7;8;11;14;17;42;52,1;2;3;4;5;11;18;43;49;65;118;144,5;12;13;29;34;39;160;232;297;314;784;1164
P_585359,W_10845,12,3;7;215;412;476;502;903;1166;1194;1584;1649;2822,4;18;205;337;753;794;1128;1132;1349;1676;2062;2779,947;1780;3277;3348;4604;6725;6837;6867;7347;7676;8048;8842,1;24;176;252;368;370;477;683;789;1162;1508;1524,200;362;406;407;490;579;747;770;1051;1269;2931;4669,8;20;170;256;350;445;483;962;984;1014;1582;3729,3;7;215;412;476;502;903;1166;1194;1584;1649;2822
P_585381,W_51795,12,80;84;98;705;727;768;790;1004;1645;2547;6023;9476,232;651;1237;1400;1425;1584;1604;1853;1974;2223;6315;10869,13;191;224;676;773;1198;1836;1964;3334;4380;4680;11543,101;369;398;680;845;1124;1251;1583;2279;2385;6655;9655,23;183;367;516;523;1172;1286;1518;1561;3413;4465;10353,15;275;277;391;422;459;573;747;1446;3352;4995;9829,80;84;98;705;727;768;790;1004;1645;2547;6023;9476
P_585388,W_31360,12,30;44;164;195;245;283;384;564;680;810;4806;8501,3;89;211;527;659;944;1126;1319;1745;3524;6074;11031,208;614;819;1289;1739;2155;2439;2456;2569;4525;8410;11441,19;24;74;165;254;378;452;493;722;1133;3243;9682,11;29;33;48;85;181;480;496;554;561;3819;11073,14;20;56;66;95;146;238;334;381;494;4251;9765,30;44;164;195;245;283;384;564;680;810;4806;8501
P_585411,W_115251,12,119;171;181;193;249;274;340;1416;2825;3816;4180;8403,45;359;408;454;667;1786;1851;1859;2270;2690;4600;8253,161;377;621;654;812;1923;2228;2589;3003;7119;7373;11517,38;121;132;168;201;423;493;1232;2611;4331;4524;8741,24;226;250;353;871;1060;1161;1557;1890;3268;3317;9900,86;122;153;248;297;339;527;2154;2320;2824;3547;9144,119;171;181;193;249;274;340;1416;2825;3816;4180;8403
P_585412,W_6210,12,167;245;256;291;1300;4564;5898;6234;6398;7174;8301;11430,6;419;1928;2122;3004;4336;4999;6965;7115;7528;9098;10172,138;804;2866;3476;3735;3996;6124;7555;7665;8349;8497;9922,192;635;811;1073;3473;5579;5877;6553;7231;7740;8769;10983,143;189;1742;1991;2326;2366;2406;3035;5378;6301;7863;10322,101;174;627;791;1458;3386;4538;5837;6087;6147;7549;10858,167;245;256;291;1300;4564;5898;6234;6398;7174;8301;11430
P_585453,W_9132,12,5;16;23;25;29;55;87;111;166;204;748;3779,3;6;11;26;169;295;311;328;563;993;1009;1028,60;73;378;435;521;1338;1852;2502;2763;3596;4571;6885,6;11;27;42;59;78;103;156;216;273;939;2494,3;8;16;25;28;41;106;166;177;201;967;3634,6;7;13;15;16;25;63;94;139;175;749;3298,5;16;23;25;29;55;87;111;166;204;748;3779
P_585901,W_42488,12,1;7;50;76;150;268;323;371;470;609;1328;3124,226;291;345;389;448;979;1035;4104;4214;5307;5616;7237,1699;3271;4025;4724;7700;9777;10526;11340;11412;11596;11743;13775,1;4;48;51;198;316;391;400;443;569;1555;2560,18;40;95;161;252;292;518;950;2119;2203;2425;4728,6;14;21;134;139;178;247;549;781;802;1596;3743,1;7;50;76;150;268;323;371;470;609;1328;3124
P_585903,W_115707,12,59;257;547;1149;1417;1920;2063;2562;3381;3513;3744;7728,37;299;834;2496;2799;3091;3398;4550;5680;6059;6677;9202,768;1214;1371;2047;3150;4486;6488;6805;7425;8091;8945;10610,41;264;577;1073;1591;1852;1901;2309;2767;3130;3316;8116,86;165;561;1621;2477;3434;3968;3969;4270;4541;4923;9006,35;145;800;837;2448;2602;3068;3104;3598;3662;3678;8353,59;257;547;1149;1417;1920;2063;2562;3381;3513;3744;7728
P_585904,W_86795,12,9;84;354;497;967;1486;1879;1904;3147;3198;3472;6331,149;242;293;935;1005;1144;1391;1726;2110;3547;3811;4803,66;279;635;900;1093;1350;1911;2031;2414;3665;4811;5566,10;28;361;420;1124;1291;1391;2181;2582;2724;4158;6543,1;164;639;824;1411;1434;1700;1831;2104;2131;2874;4809,7;13;418;747;1020;1127;1492;1662;2510;2538;3081;5615,9;84;354;497;967;1486;1879;1904;3147;3198;3472;6331
P_585906,W_13687,12,1;118;459;489;1170;1232;1590;1712;2292;4005;5476;6277,238;312;1312;1876;2104;2754;2865;2874;3229;4824;5222;6757,852;1835;2693;2981;3025;3924;5301;6873;7254;8629;8998;9536,10;216;266;602;1033;1558;1755;1992;2995;3126;6406;6624,2;5;15;825;920;1101;1802;1850;3937;8435;8513;8679,1;121;252;520;806;826;1232;1534;2127;5036;6917;7257,1;118;459;489;1170;1232;1590;1712;2292;4005;5476;6277
P_585940,W_2145,12,293;515;535;590;1008;1175;1663;1867;1911;2051;2704;4127,341;746;891;1403;1445;1794;1878;2056;2408;2705;3065;3525,374;573;1110;1567;1797;3170;3337;3374;3501;4284;5641;6783,130;237;730;764;837;1134;1874;1957;2124;2168;2567;3222,33;254;554;637;763;1040;1463;1869;2036;2279;2627;3398,178;414;481;662;737;1299;1569;1625;1626;1857;2191;3347,293;515;535;590;1008;1175;1663;1867;1911;2051;2704;4127
P_585955,W_2145,12,91;270;446;466;486;676;943;1047;1096;1465;1572;1802,93;460;647;685;733;750;1151;1179;1452;1715;1841;2422,342;617;671;1011;1754;2816;3828;4823;4895;4962;5584;7558,161;181;244;270;358;369;695;798;1076;1668;2040;2267,50;284;513;640;677;779;815;974;1083;1308;1552;1916,85;292;393;415;445;550;907;913;978;1042;1078;1783,91;270;446;466;486;676;943;1047;1096;1465;1572;1802
P_586077,W_4779,12,1;2;7;19;21;33;50;63;535;1088;2519;4043,10;13;24;137;184;218;686;786;817;1139;2943;4002,242;1086;1332;1597;1751;1872;2134;2232;3161;6427;7505;8960,1;4;5;7;16;26;41;51;213;1156;2689;3089,1;2;8;13;15;64;91;136;241;880;2920;3913,1;2;3;5;6;18;19;152;181;1030;1627;3913,1;2;7;19;21;33;50;63;535;1088;2519;4043
P_586260,W_40702,12,1087;2032;2397;2993;3097;3362;3743;3828;4132;4470;5046;5877,1888;2383;2461;2526;2641;3424;3532;3863;4368;5269;5506;5761,2484;3343;3399;3494;3952;4051;4387;5330;5948;6212;6240;10163,1048;1652;1932;2386;2692;3273;3621;3786;4074;4128;4802;5874,19;599;970;1397;1440;1521;1756;1876;2955;3056;5173;5679,246;1131;1871;1995;2402;2412;2733;2828;3573;3813;5136;5826,1087;2032;2397;2993;3097;3362;3743;3828;4132;4470;5046;5877
P_586262,W_64372,12,9;26;74;152;156;467;818;1759;2087;2374;3227;8018,9;79;98;122;312;396;995;1188;1521;2145;3781;4008,2442;3040;3594;3898;3996;4224;6258;6763;6843;7564;8340;11379,24;49;58;69;244;497;1064;1080;1250;1379;3265;8214,11;22;43;212;365;428;594;1161;2067;2508;4618;7786,6;18;37;133;148;594;844;999;1486;2754;3391;7936,9;26;74;152;156;467;818;1759;2087;2374;3227;8018
P_586271,W_9158,12,34;198;325;400;524;525;921;1087;1420;2708;2896;5061,2;58;185;195;790;850;1215;1408;1582;1714;2170;3444,138;341;492;962;1144;1175;1660;3194;3795;4173;5746;7537,74;308;565;619;1085;1088;1375;1652;2271;4549;4867;5418,76;555;764;1232;1448;1515;1522;2110;3401;4454;4463;7005,80;111;309;447;449;867;895;984;1419;2019;3042;5744,34;198;325;400;524;525;921;1087;1420;2708;2896;5061
P_586274,W_12159,12,32;208;237;286;579;773;951;1438;1629;3034;9000;9105,127;515;1174;1402;1506;1945;2193;2212;3282;3647;3767;10438,37;123;1177;1254;2751;2755;3626;3957;6934;7017;8365;12160,23;47;134;405;409;455;645;1417;1837;2451;8444;8656,97;335;396;540;837;1419;2003;2203;2889;3161;4723;8133,67;122;230;331;363;1140;1397;1550;2017;2419;7409;8617,32;208;237;286;579;773;951;1438;1629;3034;9000;9105
P_586320,W_5912,12,1;5;12;16;45;60;80;86;140;691;999;1143,1;12;21;23;25;58;73;126;189;361;379;1714,86;360;644;664;889;1000;1529;1533;4204;4410;7374;7856,2;6;12;32;40;69;151;162;276;812;1754;1822,12;13;14;26;33;38;68;72;92;179;318;628,2;4;5;11;28;31;34;35;110;222;281;616,1;5;12;16;45;60;80;86;140;691;999;1143
P_586399,W_42311,12,110;152;430;719;902;1867;2060;2068;3714;6640;7671;8375,66;67;101;103;139;322;883;928;1315;3103;3642;10721,1187;1314;1370;2730;2902;3466;4028;4656;5738;5837;7919;10911,189;213;644;808;997;1166;1945;2305;4178;6414;7721;8518,49;466;631;692;824;1122;1161;1197;3250;6052;7121;9955,40;213;292;764;826;1030;1072;1341;3401;6857;6965;9155,110;152;430;719;902;1867;2060;2068;3714;6640;7671;8375
P_586405,W_31327,12,5;19;21;27;83;111;147;171;320;388;5782;8729,46;47;141;240;272;474;1116;1280;1730;3073;5154;7540,347;427;779;1237;3619;4295;4511;4956;5537;6738;9330;10283,1;5;8;11;42;66;90;107;131;243;5189;8420,92;139;243;277;476;622;827;1006;1011;1077;1102;5321,52;55;86;102;105;162;261;309;493;541;1574;7068,5;19;21;27;83;111;147;171;320;388;5782;8729
P_586429,W_3245,12,1;221;816;817;885;1483;2444;2450;2846;5373;5522;7023,172;469;531;931;1460;1981;2341;3840;3959;5748;5992;6481,470;1800;2844;3704;4153;4477;5038;5615;6664;7522;8360;8383,6;107;495;597;775;1029;1775;1825;2613;4957;5326;6209,422;958;1277;1444;1480;1547;2122;3393;3467;4368;5268;6809,22;337;893;909;1603;1734;1900;1914;3041;5415;5869;6127,1;221;816;817;885;1483;2444;2450;2846;5373;5522;7023
P_586430,W_64372,12,4;50;69;197;593;1189;1225;1693;1834;2455;3880;8537,5;40;47;102;160;514;1014;1279;1586;2459;3460;4638,121;152;195;277;377;815;1017;3848;4261;4542;4733;7537,1;22;33;84;301;738;1040;1447;1505;1869;4472;9197,7;100;180;216;405;419;673;1373;2115;2457;3178;7221,2;46;131;134;297;815;1164;1392;1817;1939;3155;7960,4;50;69;197;593;1189;1225;1693;1834;2455;3880;8537
P_586442,W_101001,12,75;970;1252;1272;1512;1557;2027;2340;2571;2793;6039;6556,117;277;1418;1779;2092;2249;2654;2890;3150;3753;4441;7830,49;469;701;1351;1792;1846;1917;4366;4668;5574;5731;7384,7;543;655;1856;1919;2027;2288;2325;2395;3140;4846;7044,286;599;627;943;949;1002;1820;1998;2153;2497;2616;4932,82;827;946;1103;1444;1507;1574;1638;2163;2574;4403;5758,75;970;1252;1272;1512;1557;2027;2340;2571;2793;6039;6556
P_586476,W_8673,12,1;2;3;4;5;6;7;11;13;21;87;1283,1;3;4;5;6;7;9;34;91;170;175;1294,3;14;63;92;672;770;793;938;1611;8853;9456;11801,1;2;3;4;5;6;7;12;21;22;66;1322,1;2;3;4;5;7;9;29;46;47;185;630,1;2;3;4;5;6;7;11;13;19;93;795,1;2;3;4;5;6;7;11;13;21;87;1283
P_586498,W_135726,12,17;103;130;363;399;946;1040;1136;1147;1268;2289;2501,222;903;1367;1491;1875;2160;2181;2370;2405;2411;3637;3799,225;1080;1994;2454;4208;4467;4904;5647;5975;6078;6117;6562,4;39;69;110;333;408;525;717;872;1006;1720;2180,36;50;75;336;573;818;826;886;1744;2125;2378;2837,9;45;74;265;725;727;931;995;1257;1284;1507;2521,17;103;130;363;399;946;1040;1136;1147;1268;2289;2501
P_586532,W_23767,12,138;179;405;735;1009;2081;2153;2223;2255;2397;2550;4564,167;339;375;795;1407;1412;2097;2387;3084;4339;6052;6750,179;634;881;1255;1893;2641;2685;3013;3028;4279;6370;11760,200;237;657;1040;1274;1396;1557;1613;2173;2657;2685;4265,90;154;1098;1200;1270;1296;1472;2059;2209;2559;2836;4120,371;453;746;819;963;1019;1300;1631;2208;2595;3112;3318,138;179;405;735;1009;2081;2153;2223;2255;2397;2550;4564
P_586567,W_26542,12,663;793;960;1266;1328;1838;4718;5089;5403;5760;8018;9190,1630;2034;3027;5590;5986;6065;7549;7905;9895;11590;11844;13300,888;2533;2596;4715;5812;5950;6234;8782;9344;9378;14349;14403,835;955;1204;1652;1880;2186;4397;5179;5183;5508;7624;10541,537;1954;3025;3862;6436;7187;8805;9099;9924;11214;11511;11738,788;963;1418;1851;3390;4262;5263;7383;7971;8535;9107;9888,663;793;960;1266;1328;1838;4718;5089;5403;5760;8018;9190
P_586568,W_101001,12,90;562;1165;1489;2396;2557;3262;3560;4915;5719;6344;7847,75;235;316;837;1071;1535;2467;2736;3271;3490;3517;3588,282;763;910;1043;3277;3284;3309;3393;4644;5599;8348;8880,122;714;839;1514;1886;2118;2858;3843;3951;4851;6346;6790,45;230;328;396;446;705;841;1524;2446;2500;2721;5253,28;336;553;1371;1403;1413;1488;1814;3401;3570;4427;6484,90;562;1165;1489;2396;2557;3262;3560;4915;5719;6344;7847
P_586570,W_20088,12,20;455;1065;1222;2332;3436;3630;3973;4382;5178;5393;5679,178;476;706;1503;1708;2516;3610;4057;4366;5353;5508;5667,218;451;487;1341;6579;7994;8622;9535;9803;10465;10660;10963,41;175;599;796;2511;2743;3110;3285;4172;4352;5026;5102,68;842;2272;4015;5562;6979;9309;9396;9664;10356;10930;11543,20;775;1176;2334;4304;4382;6636;6661;7118;7383;7754;8397,20;455;1065;1222;2332;3436;3630;3973;4382;5178;5393;5679
P_586704,W_159387,12,87;602;624;1052;1202;1808;2241;2323;2425;5399;5582;9460,11;228;416;622;875;1067;1325;1593;1611;1716;6222;9160,36;2691;2779;2964;3706;3996;4214;4687;6192;6923;9809;13273,65;425;626;822;916;1024;1387;2524;3527;4708;4826;8951,24;221;341;540;789;1327;1429;1460;2074;3790;5449;6343,23;582;642;768;772;868;1146;1699;2048;5346;5852;6795,87;602;624;1052;1202;1808;2241;2323;2425;5399;5582;9460
P_586738,W_144354,12,2;3;4;5;8;9;15;26;76;117;124;366,3;5;7;10;20;39;63;82;90;102;1196;1310,22;42;186;214;219;424;785;842;870;2824;3529;4739,2;3;4;5;8;18;27;28;106;117;160;395,1;6;56;70;88;101;201;220;231;347;569;1109,1;2;5;8;14;20;32;60;96;101;146;536,2;3;4;5;8;9;15;26;76;117;124;366
P_586782,W_139530,12,2;4;7;8;13;19;25;50;53;119;283;767,4;7;10;19;36;40;59;62;138;154;289;1022,2;29;75;86;113;192;566;768;865;1247;1417;3076,3;4;5;8;11;18;21;36;56;61;209;550,1;2;3;5;6;7;8;11;13;23;29;60,1;3;4;6;7;8;11;20;35;45;100;252,2;4;7;8;13;19;25;50;53;119;283;767
P_586802,W_9644,12,380;445;567;908;1120;1573;1628;2233;2301;2473;3967;4987,1138;1149;2343;3402;5248;6212;6841;7140;8791;9038;9185;10339,749;769;888;1685;1733;1761;1951;1968;2656;2890;3313;3470,589;823;1205;1217;1554;3480;3579;4364;4445;4605;5268;7415,75;147;273;355;513;886;1415;1977;2128;2374;2983;5734,153;265;323;479;591;789;926;1470;1887;2336;3424;4641,380;445;567;908;1120;1573;1628;2233;2301;2473;3967;4987
P_586855,W_9665,12,5;25;247;303;372;702;1137;1704;1728;1858;2131;2187,59;269;877;1081;1439;1965;2165;2463;2699;2914;3272;3423,21;190;573;1136;1165;2778;3350;3468;3663;4004;4032;4429,3;15;89;97;148;519;620;1071;1521;1789;2036;2282,53;89;102;506;1758;1905;2300;2477;2923;3625;3715;4258,9;27;274;572;837;1096;1401;1949;2009;2169;2630;3124,5;25;247;303;372;702;1137;1704;1728;1858;2131;2187
P_586856,W_36064,12,8;17;28;51;78;146;179;261;374;579;1313;2328,9;32;34;149;213;248;369;462;471;1421;2051;3099,165;229;539;1111;1357;2649;5745;5757;7672;9952;10275;10538,28;38;43;44;63;116;117;135;269;497;1059;3196,34;121;145;151;227;259;339;630;659;986;1513;1959,15;19;42;77;107;119;162;334;397;807;1480;1560,8;17;28;51;78;146;179;261;374;579;1313;2328
P_587052,W_434,12,32;131;187;239;420;1151;1253;2080;2401;2949;5877;11813,37;59;69;182;213;408;840;1374;1407;5700;6191;7042,575;1491;1610;1702;2023;2436;4211;4765;5269;6278;6361;10059,52;82;87;179;193;570;1393;1516;1724;3593;5501;11376,23;26;96;137;149;349;587;707;931;995;2357;2502,43;56;77;211;248;265;605;859;965;2429;3811;5064,32;131;187;239;420;1151;1253;2080;2401;2949;5877;11813
P_587099,W_29045,12,156;481;691;777;1199;2134;2310;2653;2953;3206;4535;5138,36;95;246;269;1024;1073;1171;1233;1349;4035;4718;4748,18;247;304;493;790;929;948;1035;1068;1879;2251;2563,62;478;509;682;776;1547;1655;2687;3039;3249;4643;4878,128;225;460;824;860;1097;1987;2936;3172;4027;4287;4704,99;632;775;912;915;1131;1272;3012;3229;3537;4270;4620,156;481;691;777;1199;2134;2310;2653;2953;3206;4535;5138
P_587305,W_43012,12,3;12;22;571;855;1019;1020;2167;2672;3747;6435;7250,21;30;227;420;1314;1648;1946;2128;2387;2889;6275;9801,876;1517;2692;3620;5755;7441;7654;7797;8134;9753;9959;10067,4;7;58;736;1059;1202;1314;2030;3128;3904;5964;7101,378;480;1073;1936;2035;2057;2436;2983;4119;6199;6444;8493,20;55;171;994;1265;1359;1710;2002;3864;4670;6743;7508,3;12;22;571;855;1019;1020;2167;2672;3747;6435;7250
P_587352,W_99743,12,405;407;662;765;1229;1393;1876;2832;3425;3945;4247;5986,286;413;1117;1142;1204;1450;1599;1696;1819;1860;2889;5726,718;1348;2426;2666;2770;2820;3592;3693;3968;5786;5837;8194,155;533;572;587;1199;1452;2036;2164;2692;2976;3660;4409,234;427;434;1351;1428;1917;1927;1972;3249;3915;5066;8468,303;426;568;596;667;1380;1719;2892;3065;3521;4588;7223,405;407;662;765;1229;1393;1876;2832;3425;3945;4247;5986
P_587585,W_7583,12,13;60;342;428;746;747;1055;2501;2876;3470;5335;5635,58;246;354;532;1572;1573;2286;3498;3885;4085;4867;6334,58;133;737;1070;2672;2823;4949;4950;5012;5576;6608;8768,12;31;259;297;769;808;809;2526;2727;4106;4700;5978,12;34;90;121;224;225;1814;2974;3019;4405;6134;7570,26;42;104;171;435;436;1348;2669;2910;3929;5698;6588,13;60;342;428;746;747;1055;2501;2876;3470;5335;5635
P_587747,W_11652,12,382;1672;2009;2367;2473;3580;4463;6421;7334;7401;8042;9015,709;1373;1462;2555;2983;3120;3998;5964;6055;6574;6716;6895,1783;2087;4924;5668;5756;6197;6422;6647;6934;8011;8230;8823,927;2153;2512;2657;3245;3862;4190;5273;6446;6885;7575;7841,191;381;871;975;1779;2857;3305;3526;3661;4359;4394;4975,275;666;687;1505;2546;3808;3884;4579;5844;5846;6506;7228,382;1672;2009;2367;2473;3580;4463;6421;7334;7401;8042;9015
P_587780,W_1362,12,2730;5243;6892;9226;9867;10227;11328;11516;13361;13408;13559;14006,690;2701;3371;6088;6295;6376;6461;8465;9708;9796;10248;12173,81;716;766;1104;1230;1284;1300;2023;2163;4198;4966;5616,3755;4610;7829;9545;9613;10216;11167;12122;13179;13824;13902;14020,720;4645;6339;7234;7423;9075;9862;10720;11349;11856;12413;13172,1362;4832;7097;8264;8932;9240;11236;11691;12056;12704;13398;13439,2730;5243;6892;9226;9867;10227;11328;11516;13361;13408;13559;14006
P_587796,W_11516,12,5;9;15;19;22;45;57;338;562;1869;1881;3430,1;8;13;112;140;287;642;811;1748;2988;4662;6888,363;2229;2663;2705;3006;3754;4271;4601;6232;7283;8560;8860,5;17;27;31;64;87;134;439;634;2520;2582;5290,2;3;7;16;28;34;275;449;1559;1857;1861;4927,2;4;5;10;15;20;327;356;682;727;1490;3929,5;9;15;19;22;45;57;338;562;1869;1881;3430
P_58781,W_58781,12,88;147;631;633;685;1207;1449;2070;2741;4533;5277;5901,38;236;253;800;1017;1175;1573;1741;2976;5474;6153;8478,292;947;1256;2030;3182;3200;4968;7187;7787;9033;9293;12637,156;648;659;887;1132;1525;1544;2000;2318;4376;4542;4844,159;333;609;816;1411;2856;3014;3346;4721;5239;5701;11651,91;192;375;572;1279;1773;2216;2398;2500;3175;3991;9052,88;147;631;633;685;1207;1449;2070;2741;4533;5277;5901
P_58783,W_58783,12,51;86;243;837;1023;1094;1391;2206;2528;2753;4077;6030,405;441;709;811;882;1689;1916;2277;3660;3951;4564;7758,764;1604;1921;2480;2500;2576;2623;3042;4126;4496;5084;11164,13;70;373;1199;1204;1342;1457;2697;3025;3149;4295;6386,386;625;2006;2046;3579;3771;4162;5397;6396;6612;7008;8004,274;564;694;1001;1628;2152;2971;3437;3506;3861;4825;4914,51;86;243;837;1023;1094;1391;2206;2528;2753;4077;6030
P_587970,W_15521,12,1;2;7;13;27;44;54;86;296;503;535;865,2;3;56;64;134;334;410;467;554;2769;2925;3875,2;22;135;174;231;319;505;526;845;1285;2071;2862,1;2;10;11;15;16;38;81;301;430;438;687,1;5;20;63;152;172;207;292;640;653;1101;1696,1;2;5;20;41;69;72;108;181;415;524;823,1;2;7;13;27;44;54;86;296;503;535;865
P_588077,W_12135,12,126;138;183;995;1185;1191;1595;1952;2328;2983;3063;6017,13;36;153;156;579;729;784;1233;2168;3805;4468;5179,255;467;536;1046;1638;2020;2848;4044;5375;8130;8489;11540,87;112;168;1071;1319;1453;1540;1649;2145;2461;3429;5487,155;416;639;912;1675;1736;2111;2387;2452;2911;4448;8985,163;242;443;596;805;1246;1770;2051;2774;2805;3530;5785,126;138;183;995;1185;1191;1595;1952;2328;2983;3063;6017
P_588151,W_12992,12,2888;3173;3979;5317;5921;6817;7841;8395;8937;8958;10174;12306,195;1021;1299;1345;1407;1445;1808;1927;2274;2952;3804;6922,32;1253;2566;2580;2964;3282;3651;4722;4787;5606;7421;9302,793;868;1352;2024;2847;3685;4900;5220;5486;6646;7763;11671,1530;2077;3505;3780;4691;5345;5883;6498;6508;8769;12045;12800,2717;2994;3046;3375;5159;6370;6830;7225;8025;8968;11226;12695,2888;3173;3979;5317;5921;6817;7841;8395;8937;8958;10174;12306
P_588154,W_841,12,1;3;4;5;6;15;17;18;27;30;139;8407,1;5;20;26;37;167;184;782;1081;1323;1720;6422,9;304;719;1036;1332;2198;2200;2332;2696;2777;3188;4763,2;3;4;6;8;12;29;35;36;56;260;7093,2;18;23;41;73;85;109;141;188;375;378;6681,3;4;5;7;14;19;23;31;45;57;162;7569,1;3;4;5;6;15;17;18;27;30;139;8407
P_588199,W_124571,12,286;708;1196;2353;2526;2811;3116;4831;5275;5440;5765;8690,115;2887;3218;5327;5443;5467;6068;6380;6587;8051;8200;8326,329;1494;1759;1879;3742;3891;4841;4993;6666;8987;9732;12083,160;409;1901;2391;2606;2723;3798;4442;5325;5611;6128;8929,208;380;1031;1096;1954;2330;3149;3640;4278;4846;5470;9873,133;507;685;1604;2166;2237;3023;4833;4836;4872;5439;9207,286;708;1196;2353;2526;2811;3116;4831;5275;5440;5765;8690
P_588213,W_8824,12,2;6;7;15;26;31;82;127;208;240;879;1666,23;46;94;186;233;431;529;566;719;1030;1636;1677,264;322;380;420;806;824;1034;1299;1334;2656;3386;7244,3;4;16;17;24;32;70;87;124;320;835;1920,1;4;16;35;36;61;143;211;220;312;1979;3423,1;4;6;9;12;25;64;97;143;384;508;1482,2;6;7;15;26;31;82;127;208;240;879;1666
P_588447,W_151781,12,23;25;27;64;95;100;243;248;359;542;632;1465,13;47;249;253;499;535;574;594;675;714;772;781,27;96;118;455;562;1119;1237;1253;1366;1512;2215;2672,33;39;41;48;77;122;164;182;442;666;855;1437,12;50;69;130;157;198;223;522;844;1409;1566;2695,9;19;38;44;55;100;142;305;509;849;955;1917,23;25;27;64;95;100;243;248;359;542;632;1465
P_588455,W_144354,12,3;8;13;14;19;22;24;73;77;87;171;5528,151;296;337;388;505;508;743;754;1060;1393;1792;9962,6963;7204;7321;8226;8369;8983;9680;10016;11086;11125;11395;11684,7;15;28;31;42;48;60;186;206;257;437;8508,11;12;23;33;41;44;54;101;284;296;398;8527,4;7;8;9;16;17;37;51;61;107;145;7024,3;8;13;14;19;22;24;73;77;87;171;5528
P_5886,W_2768,12,35;424;465;512;740;760;871;995;1141;1231;1893;2814,33;85;108;123;247;272;344;554;736;1142;2353;5907,39;60;100;240;658;736;992;1010;2117;3909;5699;6768,16;262;315;640;678;812;825;986;1356;1701;1860;2815,51;86;171;196;323;441;466;543;629;747;1132;3931,28;204;235;242;497;510;599;696;869;939;1354;2519,35;424;465;512;740;760;871;995;1141;1231;1893;2814
P_588614,W_9703,12,604;691;776;1499;1546;1613;1799;2517;2969;5108;6748;6990,7;50;141;352;586;1385;2866;3203;3735;4456;6963;7897,32;395;2005;2295;2336;3016;3032;4051;6047;6565;7736;8171,579;585;827;1288;1421;1576;2185;2541;2631;5504;6416;6485,578;997;2000;2337;2382;2795;3164;3783;4110;4998;6225;8301,545;594;1092;1777;1930;2060;2401;2631;3170;5072;6512;7617,604;691;776;1499;1546;1613;1799;2517;2969;5108;6748;6990
P_588667,W_20122,12,25;68;95;119;143;344;799;1364;1420;1624;2462;7134,8;310;333;361;369;415;510;585;1229;1264;1703;4836,15;24;125;164;277;685;848;1265;1324;1438;4900;5038,20;140;147;159;246;303;866;1093;1253;1403;1670;7062,109;175;659;818;1062;1698;1717;1943;2379;2620;2719;8948,59;86;123;148;532;972;1123;1445;1535;1892;1999;8030,25;68;95;119;143;344;799;1364;1420;1624;2462;7134
P_588670,W_132686,12,6;55;56;115;152;172;229;305;606;705;3429;5930,175;196;314;349;404;418;617;1268;1564;3491;3563;6809,1113;1376;1403;1520;1547;1623;1879;2117;5796;6799;8469;11575,17;53;161;222;253;255;267;307;405;620;3307;6058,22;79;96;120;161;162;167;367;552;663;4286;4948,20;37;39;56;105;142;148;196;251;520;3902;4844,6;55;56;115;152;172;229;305;606;705;3429;5930
P_588849,W_153900,12,14;20;96;101;120;141;261;452;613;1795;3285;11421,18;121;136;441;722;758;768;1075;1528;1971;3808;10771,288;483;586;605;681;713;1475;2931;3058;3788;4502;5056,27;36;41;43;193;220;304;535;941;4262;5480;11982,2;36;67;138;366;429;546;587;635;1472;4776;11598,2;20;54;85;194;216;326;390;541;1513;3843;11607,14;20;96;101;120;141;261;452;613;1795;3285;11421
P_58894,W_30326,12,17;161;197;216;523;715;889;1161;1349;3789;4503;13216,62;267;727;2333;3176;5708;5937;6131;6349;7495;7714;14528,1279;1372;1844;2230;5003;5279;5359;6649;7159;7837;9814;12076,26;141;161;244;626;634;681;936;1051;5107;5940;13426,1;12;25;28;51;61;66;185;274;898;7381;12259,2;23;52;116;120;140;155;265;355;1879;5923;12874,17;161;197;216;523;715;889;1161;1349;3789;4503;13216
P_588999,W_164640,12,2;5;6;9;25;35;59;79;145;206;229;1113,2;15;21;22;49;136;315;389;539;568;573;667,177;241;278;310;331;1084;1513;1610;1838;2198;2655;2772,2;5;6;8;19;29;35;75;164;177;239;869,5;11;20;22;78;104;110;156;183;237;343;1828,2;3;4;13;18;33;49;74;130;163;167;1282,2;5;6;9;25;35;59;79;145;206;229;1113
