query_pid,query_wid,n_rel,s1_rel_ranks,s1_first,s1_ap,s1_top1,cov_K5,hyb_first_K5,hyb_ap_K5,hyb_top1_K5,rr_first_K5,rr_ap_K5,hub_first_K5,hub_ap_K5,hub_top1_K5,cov_K10,hyb_first_K10,hyb_ap_K10,hyb_top1_K10,rr_first_K10,rr_ap_K10,hub_first_K10,hub_ap_K10,hub_top1_K10,cov_K20,hyb_first_K20,hyb_ap_K20,hyb_top1_K20,rr_first_K20,rr_ap_K20,hub_first_K20,hub_ap_K20,hub_top1_K20,cov_K30,hyb_first_K30,hyb_ap_K30,hyb_top1_K30,rr_first_K30,rr_ap_K30,hub_first_K30,hub_ap_K30,hub_top1_K30,cov_K50,hyb_first_K50,hyb_ap_K50,hyb_top1_K50,rr_first_K50,rr_ap_K50,hub_first_K50,hub_ap_K50,hub_top1_K50,cov_K100,hyb_first_K100,hyb_ap_K100,hyb_top1_K100,rr_first_K100,rr_ap_K100,hub_first_K100,hub_ap_K100,hub_top1_K100,cov_K200,hyb_first_K200,hyb_ap_K200,hyb_top1_K200,rr_first_K200,rr_ap_K200,hub_first_K200,hub_ap_K200,hub_top1_K200,cov_K500,hyb_first_K500,hyb_ap_K500,hyb_top1_K500,rr_first_K500,rr_ap_K500,hub_first_K500,hub_ap_K500,hub_top1_K500
P_586567,W_26542,12,788;963;1418;1851;3390;4262;5263;7383;7971;8535;9107;9888,788,0.0014700873644314218,P_12269,0,788,0.00147009,P_746548,788,0.00147009,788,0.00147009,P_746548,0,788,0.00147009,P_746548,788,0.00147009,788,0.00147009,P_746548,0,788,0.00147009,P_746548,788,0.00147009,788,0.00147009,P_746548,0,788,0.00147009,P_746548,788,0.00147009,788,0.00147009,P_746548,0,788,0.00147009,P_746548,788,0.00147009,788,0.00147009,P_746548,0,788,0.00147009,P_746548,788,0.00147009,788,0.00147009,P_746548,0,788,0.00147009,P_167107,788,0.00147009,788,0.00147009,P_586570,0,788,0.00147009,P_461513,788,0.00147009,788,0.00147009,P_586570
P_586568,W_101001,12,28;336;553;1371;1403;1413;1488;1814;3401;3570;4427;6484,28,0.006393048641322632,P_70227,0,28,0.00639305,P_442880,28,0.00639305,28,0.00639305,P_676641,0,28,0.00639305,P_442880,28,0.00639305,28,0.00639305,P_676641,0,28,0.00639305,P_442880,28,0.00639305,28,0.00639305,P_676641,1,9,0.01267612,P_362881,5,0.02008352,4,0.02425019,P_676641,1,11,0.01099262,P_362881,7,0.01532162,4,0.02425019,P_676641,1,12,0.0103613,P_362881,11,0.01099262,5,0.02008352,P_676641,1,23,0.00704005,P_21385,23,0.00704005,7,0.01532162,P_676641,2,35,0.00570729,P_21385,55,0.00484852,8,0.01379411,P_397769
P_586570,W_20088,12,20;775;1176;2334;4304;4382;6636;6661;7118;7383;7754;8397,20,0.005591570847784363,P_79842,0,20,0.00559157,P_79842,20,0.00559157,20,0.00559157,P_79842,0,20,0.00559157,P_700712,20,0.00559157,20,0.00559157,P_700712,1,19,0.00581087,P_134125,18,0.00605453,13,0.00783516,P_134125,1,24,0.00489713,P_23776,23,0.00504809,18,0.00605453,P_23776,1,33,0.00395016,P_14273,32,0.00402907,25,0.00475824,P_14273,1,58,0.00286169,P_14273,59,0.00283733,45,0.00327676,P_548377,1,80,0.00246657,P_14273,89,0.00236123,66,0.00268753,P_550976,1,126,0.00208628,P_14273,171,0.00191223,111,0.00217565,P_550976
P_586704,W_159387,12,23;582;642;768;772;868;1146;1699;2048;5346;5852;6795,23,0.007576057565081981,P_394911,0,23,0.00757606,P_418951,23,0.00757606,23,0.00757606,P_668233,0,23,0.00757606,P_418951,23,0.00757606,23,0.00757606,P_668233,0,23,0.00757606,P_542553,23,0.00757606,23,0.00757606,P_668233,1,1,0.0872862,P_511617,1,0.0872862,1,0.0872862,P_511617,1,1,0.0872862,P_511617,1,0.0872862,1,0.0872862,P_511617,1,1,0.0872862,P_511617,1,0.0872862,1,0.0872862,P_511617,1,1,0.0872862,P_511617,1,0.0872862,1,0.0872862,P_511617,1,1,0.0872862,P_511617,2,0.04561954,1,0.0872862,P_511617
P_586738,W_144354,12,1;2;5;8;14;20;32;60;96;101;146;536,1,0.3666430514101006,P_364177,3,1,0.39997638,P_385969,1,0.39997638,1,0.39997638,P_385969,4,1,0.44164305,P_385969,1,0.44164305,1,0.44164305,P_385969,6,1,0.55354781,P_385969,1,0.55354781,1,0.55354781,P_385969,6,1,0.55354781,P_385969,1,0.55354781,1,0.55354781,P_385969,7,1,0.60013346,P_385969,1,0.60823531,1,0.57698531,P_385969,9,1,0.69604872,P_385969,1,0.71639504,1,0.73663313,P_385969,11,1,0.77816745,P_385969,1,0.78345897,1,0.81742018,P_385969,11,1,0.76493238,P_385969,1,0.75579986,1,0.79866335,P_385969
P_586782,W_139530,12,1;3;4;6;7;8;11;20;35;45;100;252,1,0.5184139009139009,P_728249,3,1,0.56702501,P_400102,1,0.56702501,1,0.56702501,P_728249,6,1,0.60472342,P_328983,1,0.58805676,1,0.62754089,P_592539,8,1,0.68155423,P_328983,1,0.66537597,1,0.71048942,P_592539,8,1,0.65853836,P_328983,1,0.6533096,1,0.71048942,P_592539,10,1,0.74878307,P_328983,1,0.7271123,1,0.82424603,P_592539,11,1,0.81330891,P_328983,1,0.781998,1,0.85406145,P_592539,11,1,0.80292854,P_328983,1,0.7688633,1,0.81658272,P_592539,12,1,0.79019189,P_328983,1,0.74891097,1,0.79318099,P_592539
P_586802,W_9644,12,153;265;323;479;591;789;926;1470;1887;2336;3424;4641,153,0.006303059116257881,P_3463,0,153,0.00630306,P_3463,153,0.00630306,153,0.00630306,P_74592,0,153,0.00630306,P_78886,153,0.00630306,153,0.00630306,P_78886,0,153,0.00630306,P_78886,153,0.00630306,153,0.00630306,P_78886,0,153,0.00630306,P_405596,153,0.00630306,153,0.00630306,P_78886,0,153,0.00630306,P_405596,153,0.00630306,153,0.00630306,P_756483,0,153,0.00630306,P_405596,153,0.00630306,153,0.00630306,P_756483,1,133,0.00638496,P_2034,122,0.00644146,34,0.00820938,P_579998,4,12,0.014416,P_2034,9,0.01727256,1,0.09676788,P_577492
P_586855,W_9665,12,9;27;274;572;837;1096;1401;1949;2009;2169;2630;3124,9,0.020065863719937044,P_301976,0,9,0.02006586,P_94595,9,0.02006586,9,0.02006586,P_94595,1,3,0.03858438,P_156281,2,0.05247327,1,0.09413994,P_223817,1,3,0.03858438,P_156281,2,0.05247327,1,0.09413994,P_223817,2,3,0.04630043,P_156281,2,0.06145195,1,0.17130043,P_223817,2,4,0.03657821,P_156281,3,0.0443163,1,0.17130043,P_223817,2,4,0.03213376,P_156281,5,0.02704756,1,0.17130043,P_223817,2,6,0.02258769,P_214467,12,0.01466463,1,0.17130043,P_223817,3,7,0.02315966,P_755220,24,0.01422821,1,0.25372136,P_223817
P_586856,W_36064,12,15;19;42;77;107;119;162;334;397;807;1480;1560,15,0.04248365828024869,P_56775,0,15,0.04248366,P_677860,15,0.04248366,15,0.04248366,P_677860,0,15,0.04248366,P_677860,15,0.04248366,15,0.04248366,P_677860,2,2,0.0790821,P_677860,1,0.12074877,1,0.12431002,P_297682,2,2,0.07599568,P_677860,1,0.11766235,1,0.11906526,P_297682,3,2,0.07486998,P_677860,1,0.11639147,1,0.11955673,P_297682,4,3,0.06326252,P_477226,2,0.08037479,1,0.13580127,P_297682,7,3,0.0612784,P_477226,4,0.05343082,1,0.15555077,P_297682,9,5,0.04261289,P_477226,11,0.03306311,1,0.14599221,P_297682
P_587052,W_434,12,43;56;77;211;248;265;605;859;965;2429;3811;5064,43,0.016606173525792238,P_9077,0,43,0.01660617,P_688071,43,0.01660617,43,0.01660617,P_688071,0,43,0.01660617,P_57482,43,0.01660617,43,0.01660617,P_57482,0,43,0.01660617,P_57482,43,0.01660617,43,0.01660617,P_487679,0,43,0.01660617,P_57482,43,0.01660617,43,0.01660617,P_487679,1,5,0.03133486,P_58920,4,0.03550152,1,0.09800152,P_434,3,6,0.04081898,P_58920,9,0.0378923,1,0.18011191,P_311731,3,10,0.02979809,P_58920,15,0.02632586,1,0.17853657,P_311731,6,2,0.08152472,P_58920,1,0.1177866,1,0.31100359,P_311731
P_587099,W_29045,12,99;632;775;912;915;1131;1272;3012;3229;3537;4270;4620,99,0.0042699348255951465,P_42338,0,99,0.00426993,P_118604,99,0.00426993,99,0.00426993,P_391865,0,99,0.00426993,P_53042,99,0.00426993,99,0.00426993,P_53042,0,99,0.00426993,P_417564,99,0.00426993,99,0.00426993,P_417564,0,99,0.00426993,P_452335,99,0.00426993,99,0.00426993,P_417564,0,99,0.00426993,P_151512,99,0.00426993,99,0.00426993,P_417564,1,39,0.00556494,P_151512,37,0.00568044,50,0.00509485,P_673224,1,74,0.00455431,P_40926,76,0.00452468,90,0.00435411,P_463001,1,171,0.00391551,P_320280,190,0.00386678,202,0.00384073,P_320280
P_587305,W_43012,12,20;55;171;994;1265;1359;1710;2002;3864;4670;6743;7508,20,0.011007410752398888,P_302435,0,20,0.01100741,P_177008,20,0.01100741,20,0.01100741,P_177008,0,20,0.01100741,P_177008,20,0.01100741,20,0.01100741,P_343849,1,12,0.01378519,P_750530,11,0.0144165,17,0.0117427,P_750530,1,16,0.01204908,P_750530,15,0.0123963,23,0.01046393,P_750530,1,26,0.01004587,P_642246,27,0.00992716,38,0.00903373,P_642246,2,1,0.09101974,P_647797,1,0.09068987,2,0.04796467,P_642246,3,1,0.09332067,P_647797,1,0.0938313,2,0.05995319,P_642246,3,1,0.08904706,P_647797,1,0.08871357,3,0.0375766,P_520348
P_587352,W_99743,12,303;426;568;596;667;1380;1719;2892;3065;3521;4588;7223,303,0.004042177417332695,P_520805,0,303,0.00404218,P_520805,303,0.00404218,303,0.00404218,P_520805,0,303,0.00404218,P_520805,303,0.00404218,303,0.00404218,P_520805,0,303,0.00404218,P_520805,303,0.00404218,303,0.00404218,P_520805,0,303,0.00404218,P_520805,303,0.00404218,303,0.00404218,P_520805,0,303,0.00404218,P_520805,303,0.00404218,303,0.00404218,P_520805,0,303,0.00404218,P_515625,303,0.00404218,303,0.00404218,P_517840,0,303,0.00404218,P_245935,303,0.00404218,303,0.00404218,P_245935,2,1,0.08840993,P_362901,1,0.08864723,3,0.03360467,P_245935
P_587585,W_7583,12,26;42;104;171;435;436;1348;2669;2910;3929;5698;6588,26,0.015096207094923092,P_437547,0,26,0.01509621,P_437547,26,0.01509621,26,0.01509621,P_437547,0,26,0.01509621,P_437547,26,0.01509621,26,0.01509621,P_437547,0,26,0.01509621,P_416327,26,0.01509621,26,0.01509621,P_416327,1,2,0.05355775,P_416327,2,0.05355775,7,0.02379584,P_416327,2,2,0.05625616,P_416327,2,0.057526,7,0.02433209,P_416327,2,5,0.02773415,P_322798,6,0.02495637,20,0.01428247,P_322798,4,2,0.11533942,P_322798,1,0.14267223,2,0.07226636,P_29486,6,3,0.18057027,P_590424,3,0.15151618,3,0.14416108,P_590424
P_587747,W_11652,12,275;666;687;1505;2546;3808;3884;4579;5844;5846;6506;7228,275,0.002279535255735175,P_134730,0,275,0.00227954,P_556987,275,0.00227954,275,0.00227954,P_556987,0,275,0.00227954,P_556987,275,0.00227954,275,0.00227954,P_556987,0,275,0.00227954,P_556987,275,0.00227954,275,0.00227954,P_556987,0,275,0.00227954,P_556987,275,0.00227954,275,0.00227954,P_556987,0,275,0.00227954,P_556987,275,0.00227954,275,0.00227954,P_556987,0,275,0.00227954,P_556987,275,0.00227954,275,0.00227954,P_246061,0,275,0.00227954,P_556987,275,0.00227954,275,0.00227954,P_150244,1,54,0.00351971,P_556987,45,0.00382836,112,0.00272055,P_150244
P_587780,W_1362,12,1362;4832;7097;8264;8932;9240;11236;11691;12056;12704;13398;13439,1362,0.0006515745345695425,P_436404,0,1362,0.00065157,P_53966,1362,0.00065157,1362,0.00065157,P_436404,0,1362,0.00065157,P_731,1362,0.00065157,1362,0.00065157,P_554577,0,1362,0.00065157,P_22952,1362,0.00065157,1362,0.00065157,P_554577,0,1362,0.00065157,P_22952,1362,0.00065157,1362,0.00065157,P_554577,0,1362,0.00065157,P_22952,1362,0.00065157,1362,0.00065157,P_554577,0,1362,0.00065157,P_17008,1362,0.00065157,1362,0.00065157,P_554577,0,1362,0.00065157,P_497867,1362,0.00065157,1362,0.00065157,P_554577,0,1362,0.00065157,P_497867,1362,0.00065157,1362,0.00065157,P_717311
P_587796,W_11516,12,2;4;5;10;15;20;327;356;682;727;1490;3929,2,0.2262166977500415,P_716293,3,1,0.34288336,P_608546,1,0.34288336,1,0.32205003,P_608546,4,1,0.39288336,P_608546,1,0.39288336,1,0.3762167,P_608546,6,1,0.49486749,P_608546,1,0.49486749,1,0.48593892,P_608546,6,1,0.49486749,P_608546,1,0.49486749,1,0.47899448,P_608546,6,1,0.49486749,P_608546,1,0.48593892,1,0.47343892,P_608546,6,1,0.49486749,P_608546,1,0.46889347,1,0.44080003,P_608546,6,1,0.48593892,P_608546,1,0.45677225,1,0.43128916,P_608546,8,1,0.55452344,P_608546,1,0.50942883,1,0.44137328,P_608546
P_58781,W_58781,12,91;192;375;572;1279;1773;2216;2398;2500;3175;3991;9052,91,0.005084876948092217,P_268220,0,91,0.00508488,P_268220,91,0.00508488,91,0.00508488,P_268220,0,91,0.00508488,P_63611,91,0.00508488,91,0.00508488,P_268220,0,91,0.00508488,P_63611,91,0.00508488,91,0.00508488,P_268220,0,91,0.00508488,P_63611,91,0.00508488,91,0.00508488,P_63611,0,91,0.00508488,P_63611,91,0.00508488,91,0.00508488,P_63611,1,83,0.00517314,P_63611,81,0.00519793,45,0.00602098,P_63611,2,106,0.00515561,P_439098,97,0.00523545,91,0.00555015,P_649782,3,199,0.00418348,P_439098,204,0.00416343,179,0.00488528,P_649782
P_58783,W_58783,12,274;564;694;1001;1628;2152;2971;3437;3506;3861;4825;4914,274,0.002994700677305375,P_38489,0,274,0.0029947,P_38489,274,0.0029947,274,0.0029947,P_38489,0,274,0.0029947,P_344325,274,0.0029947,274,0.0029947,P_344325,0,274,0.0029947,P_344325,274,0.0029947,274,0.0029947,P_344325,0,274,0.0029947,P_344325,274,0.0029947,274,0.0029947,P_344325,0,274,0.0029947,P_344325,274,0.0029947,274,0.0029947,P_344325,0,274,0.0029947,P_344325,274,0.0029947,274,0.0029947,P_344325,0,274,0.0029947,P_690195,274,0.0029947,274,0.0029947,P_579404,1,253,0.00301995,P_690195,253,0.00301995,251,0.00302257,P_579404
P_587970,W_15521,12,1;2;5;20;41;69;72;108;181;415;524;823,1,0.27413311236268234,P_413086,3,1,0.30746645,P_413086,1,0.30746645,1,0.30746645,P_413086,3,1,0.30746645,P_413086,1,0.30746645,1,0.30746645,P_413086,4,1,0.3164408,P_413086,1,0.32110281,1,0.37413311,P_413086,4,1,0.31163311,P_413086,1,0.3146093,1,0.37413311,P_413086,5,1,0.38480384,P_413086,1,0.38480384,1,0.44730384,P_413086,7,1,0.48296572,P_413086,1,0.48982599,1,0.59862228,P_413086,9,1,0.64006018,P_413086,1,0.64045252,1,0.75497246,P_413086,10,1,0.70174915,P_413086,1,0.68555499,1,0.83629776,P_413086
P_588077,W_12135,12,163;242;443;596;805;1246;1770;2051;2774;2805;3530;5785,163,0.004897060903374363,P_21208,0,163,0.00489706,P_1796,163,0.00489706,163,0.00489706,P_103772,0,163,0.00489706,P_432283,163,0.00489706,163,0.00489706,P_1359,0,163,0.00489706,P_432283,163,0.00489706,163,0.00489706,P_67615,0,163,0.00489706,P_432283,163,0.00489706,163,0.00489706,P_67615,0,163,0.00489706,P_432283,163,0.00489706,163,0.00489706,P_67615,0,163,0.00489706,P_432283,163,0.00489706,163,0.00489706,P_67615,1,7,0.01629058,P_432283,1,0.08771915,5,0.02105248,P_67615,3,5,0.02221861,P_432283,4,0.02635582,3,0.03335992,P_344325
P_588151,W_12992,12,2717;2994;3046;3375;5159;6370;6830;7225;8025;8968;11226;12695,2717,0.0009509236970079226,P_668059,0,2717,0.00095092,P_766418,2717,0.00095092,2717,0.00095092,P_766418,0,2717,0.00095092,P_645956,2717,0.00095092,2717,0.00095092,P_645956,0,2717,0.00095092,P_222678,2717,0.00095092,2717,0.00095092,P_222678,0,2717,0.00095092,P_222678,2717,0.00095092,2717,0.00095092,P_222678,0,2717,0.00095092,P_222678,2717,0.00095092,2717,0.00095092,P_222678,0,2717,0.00095092,P_222678,2717,0.00095092,2717,0.00095092,P_222678,0,2717,0.00095092,P_245555,2717,0.00095092,2717,0.00095092,P_147869,0,2717,0.00095092,P_245555,2717,0.00095092,2717,0.00095092,P_147869
P_588154,W_841,12,3;4;5;7;14;19;23;31;45;57;162;7569,3,0.3070859852544623,P_1768,3,1,0.43764154,P_496418,1,0.43764154,1,0.43764154,P_496418,4,1,0.47335583,P_496418,1,0.47335583,1,0.47335583,P_496418,6,1,0.5839448,P_496418,1,0.5839448,1,0.5839448,P_496418,7,1,0.64191581,P_496418,1,0.64191581,1,0.64191581,P_496418,9,1,0.75525892,P_496418,1,0.75525892,1,0.73119475,P_496418,10,1,0.75146155,P_496418,1,0.75175015,1,0.72583413,P_496418,11,1,0.82134063,P_496418,1,0.8125799,1,0.79752795,P_496418,11,1,0.81330799,P_44305,1,0.80231265,1,0.78477285,P_496418
P_588199,W_124571,12,133;507;685;1604;2166;2237;3023;4833;4836;4872;5439;9207,133,0.002878142099283141,P_214665,0,133,0.00287814,P_219797,133,0.00287814,133,0.00287814,P_219797,0,133,0.00287814,P_524806,133,0.00287814,133,0.00287814,P_524806,0,133,0.00287814,P_524806,133,0.00287814,133,0.00287814,P_524806,0,133,0.00287814,P_524806,133,0.00287814,133,0.00287814,P_524806,0,133,0.00287814,P_524806,133,0.00287814,133,0.00287814,P_524806,0,133,0.00287814,P_524806,133,0.00287814,133,0.00287814,P_524806,1,38,0.00444456,P_524806,32,0.00485574,44,0.00414552,P_524806,1,51,0.00388556,P_524806,57,0.00371356,61,0.0036177,P_524806
P_588213,W_8824,12,1;4;6;9;12;25;64;97;143;384;508;1482,1,0.28430748140149614,P_52896,2,1,0.32597415,P_52896,1,0.32597415,1,0.32597415,P_52896,4,1,0.41393711,P_52896,1,0.41393711,1,0.41393711,P_52896,5,1,0.40236304,P_52896,1,0.40236304,1,0.40372469,P_52896,6,1,0.39965778,P_52896,1,0.35104667,1,0.44949267,P_52896,6,1,0.38622741,P_52896,1,0.29985203,1,0.44147985,P_52896,8,1,0.28614794,P_52896,1,0.23136282,1,0.44971764,P_8824,9,1,0.27040588,P_52896,1,0.19725557,1,0.43415729,P_8824,10,1,0.234662,P_52896,1,0.14970958,1,0.39587645,P_8824
P_588447,W_151781,12,9;19;38;44;55;100;142;305;509;849;955;1917,9,0.05499195829167986,P_30309,0,9,0.05499196,P_681652,9,0.05499196,9,0.05499196,P_681652,1,1,0.12906603,P_434535,1,0.12906603,1,0.12906603,P_434535,2,1,0.14807188,P_434535,1,0.14807188,1,0.16196077,P_434535,2,1,0.14112744,P_434535,1,0.14112744,1,0.15362744,P_434535,4,1,0.17192223,P_434535,1,0.18039153,1,0.18600953,P_434535,6,1,0.21354878,P_434535,1,0.21402189,1,0.25698957,P_434535,7,1,0.22397906,P_434535,1,0.24055515,1,0.2855189,P_434535,8,1,0.1928321,P_434535,1,0.19732501,1,0.25462282,P_434535
P_588455,W_144354,12,4;7;8;9;16;17;37;51;61;107;145;7024,4,0.22376843880498906,P_377881,1,2,0.24460177,P_178281,2,0.24460177,1,0.28626844,P_593296,4,1,0.36454225,P_364177,1,0.36454225,1,0.38762426,P_364177,6,1,0.35912256,P_364177,1,0.35912256,1,0.42621845,P_364177,6,1,0.33221592,P_364177,1,0.32887725,1,0.41541302,P_364177,7,1,0.30258231,P_364177,1,0.29129059,1,0.40321645,P_364177,9,1,0.26436981,P_364177,2,0.18739572,1,0.39626092,P_364177,11,1,0.21424271,P_364177,5,0.11319447,1,0.39772799,P_364177,11,1,0.13802898,P_364177,13,0.04168923,1,0.2570113,P_364177
P_5886,W_2768,12,28;204;235;242;497;510;599;696;869;939;1354;2519,28,0.01280939882967988,P_22557,0,28,0.0128094,P_22557,28,0.0128094,28,0.0128094,P_555926,0,28,0.0128094,P_22557,28,0.0128094,28,0.0128094,P_555926,0,28,0.0128094,P_22557,28,0.0128094,28,0.0128094,P_248559,1,19,0.01421917,P_22557,18,0.01446284,15,0.01538876,P_248559,1,30,0.01261099,P_22557,30,0.01261099,20,0.01399988,P_248559,1,47,0.01160626,P_22557,53,0.01140554,26,0.01303834,P_248559,1,90,0.01075913,P_22557,105,0.01062686,40,0.01191654,P_248559,5,178,0.00985209,P_857,188,0.00984313,57,0.01092877,P_248559
P_588614,W_9703,12,545;594;1092;1777;1930;2060;2401;2631;3170;5072;6512;7617,545,0.002477904768189317,P_266958,0,545,0.0024779,P_86622,545,0.0024779,545,0.0024779,P_266958,0,545,0.0024779,P_681141,545,0.0024779,545,0.0024779,P_681141,0,545,0.0024779,P_734831,545,0.0024779,545,0.0024779,P_681141,0,545,0.0024779,P_734831,545,0.0024779,545,0.0024779,P_681141,0,545,0.0024779,P_734831,545,0.0024779,545,0.0024779,P_681141,0,545,0.0024779,P_540981,545,0.0024779,545,0.0024779,P_540981,0,545,0.0024779,P_164393,545,0.0024779,545,0.0024779,P_164393,0,545,0.0024779,P_164393,545,0.0024779,545,0.0024779,P_164393
P_588667,W_20122,12,59;86;123;148;532;972;1123;1445;1535;1892;1999;8030,59,0.011425746736513843,P_486686,0,59,0.01142575,P_174607,59,0.01142575,59,0.01142575,P_174607,0,59,0.01142575,P_269528,59,0.01142575,59,0.01142575,P_269528,0,59,0.01142575,P_131293,59,0.01142575,59,0.01142575,P_269528,0,59,0.01142575,P_131293,59,0.01142575,59,0.01142575,P_269528,0,59,0.01142575,P_131293,59,0.01142575,59,0.01142575,P_269528,2,2,0.07355152,P_131293,1,0.124742,4,0.049742,P_357607,4,4,0.05023098,P_545087,5,0.0442109,4,0.04790821,P_357607,4,14,0.02200692,P_545087,15,0.01730939,6,0.03474074,P_357607
P_588670,W_132686,12,20;37;39;56;105;142;148;196;251;520;3902;4844,20,0.04089796637958792,P_184572,0,20,0.04089797,P_196363,20,0.04089797,20,0.04089797,P_778040,0,20,0.04089797,P_306795,20,0.04089797,20,0.04089797,P_10242,1,5,0.05339797,P_306795,4,0.05756463,11,0.04430706,P_10242,1,8,0.04714797,P_696277,5,0.05339797,15,0.04228686,P_523785,3,13,0.04267052,P_428429,10,0.0448822,24,0.03992473,P_523785,4,16,0.04147845,P_428429,13,0.04190505,40,0.03400308,P_59778,8,1,0.12444549,P_520115,1,0.12108632,1,0.11155948,P_520115,9,1,0.10578923,P_520115,1,0.10119693,2,0.05787364,P_437608
P_588849,W_153900,12,2;20;54;85;194;216;326;390;541;1513;3843;11607,2,0.06877433472828079,P_523979,1,2,0.06877433,P_469507,2,0.06877433,2,0.06877433,P_469507,1,3,0.05488545,P_398999,3,0.05488545,3,0.05488545,P_398999,2,5,0.04734576,P_398999,5,0.04826151,2,0.09377433,P_398999,2,8,0.03676676,P_398999,9,0.0359701,3,0.07036164,P_413249,2,12,0.03034841,P_398999,16,0.02874457,5,0.04826151,P_3599,4,23,0.02774587,P_398999,29,0.02761431,8,0.04051715,P_3599,5,34,0.02237625,P_595925,54,0.02124024,12,0.03347836,P_595925,8,42,0.02001643,P_595925,40,0.01804979,16,0.0280056,P_595925
P_58894,W_30326,12,2;23;52;116;120;140;155;265;355;1879;5923;12874,2,0.07270572815037242,P_463272,1,5,0.04770573,P_463272,5,0.04770573,5,0.04770573,P_463272,1,7,0.04294382,P_463272,7,0.04294382,7,0.04294382,P_463272,1,10,0.03937239,P_463272,11,0.03861482,11,0.03861482,P_463272,2,11,0.0389442,P_463272,14,0.03732082,12,0.03768157,P_765411,2,16,0.03363065,P_463272,23,0.0320455,18,0.03280828,P_765411,3,12,0.03545325,P_463272,13,0.03272923,9,0.03644531,P_765411,7,18,0.02637792,P_463272,24,0.02324704,15,0.02807563,P_259651,9,31,0.01578265,P_463272,55,0.01371315,30,0.02130678,P_259651
P_588999,W_164640,12,2;3;4;13;18;33;49;74;130;163;167;1282,2,0.26172744044087654,P_557654,3,1,0.35200522,P_556950,1,0.35200522,1,0.35200522,P_676569,3,1,0.35200522,P_556950,1,0.35200522,1,0.35200522,P_676569,5,1,0.46988271,P_553216,1,0.46988271,1,0.46988271,P_553216,5,1,0.46988271,P_553216,1,0.46988271,1,0.46988271,P_553216,7,1,0.6094931,P_553216,1,0.6094931,1,0.6094931,P_553216,8,1,0.64810314,P_553216,1,0.65176614,1,0.66109015,P_553216,11,1,0.78054553,P_553216,1,0.80008114,1,0.84998638,P_553216,11,1,0.76497986,P_553216,1,0.75998467,1,0.84146631,P_553216
P_58900,W_4468,12,205;492;709;731;1636;1691;2102;2534;4236;4284;5391;6189,205,0.0033480240576562043,P_548377,0,205,0.00334802,P_142804,205,0.00334802,205,0.00334802,P_548377,0,205,0.00334802,P_142804,205,0.00334802,205,0.00334802,P_548377,0,205,0.00334802,P_665706,205,0.00334802,205,0.00334802,P_548377,0,205,0.00334802,P_249082,205,0.00334802,205,0.00334802,P_548377,0,205,0.00334802,P_249082,205,0.00334802,205,0.00334802,P_548377,0,205,0.00334802,P_249082,205,0.00334802,205,0.00334802,P_550976,0,205,0.00334802,P_249082,205,0.00334802,205,0.00334802,P_550976,2,99,0.00398564,P_249082,86,0.00416278,163,0.0035835,P_550976
P_589133,W_4846,12,92;289;353;471;584;634;681;877;1099;1244;1899;1919,92,0.00837342791808616,P_692364,0,92,0.00837343,P_692364,92,0.00837343,92,0.00837343,P_692364,0,92,0.00837343,P_692364,92,0.00837343,92,0.00837343,P_692364,0,92,0.00837343,P_269514,92,0.00837343,92,0.00837343,P_269514,0,92,0.00837343,P_192199,92,0.00837343,92,0.00837343,P_192199,0,92,0.00837343,P_192199,92,0.00837343,92,0.00837343,P_192199,1,81,0.00849644,P_192199,80,0.0085093,56,0.00895573,P_192199,1,157,0.00799842,P_192199,156,0.00800182,105,0.00826128,P_192199,4,152,0.00800737,P_192199,127,0.00810165,141,0.00853556,P_192199
P_589135,W_4846,12,23;1420;1625;1659;1765;1860;1862;2526;3212;3573;3865;5523,23,0.006062386061679336,P_524806,0,23,0.00606239,P_524806,23,0.00606239,23,0.00606239,P_524806,0,23,0.00606239,P_524806,23,0.00606239,23,0.00606239,P_524806,0,23,0.00606239,P_524806,23,0.00606239,23,0.00606239,P_524806,1,12,0.00938364,P_524806,11,0.01001496,15,0.00799475,P_524806,1,19,0.00682516,P_524806,18,0.00706883,23,0.00606239,P_524806,1,32,0.00504336,P_524806,32,0.00504336,41,0.00447172,P_524806,1,48,0.00417531,P_524806,57,0.00390119,69,0.00364693,P_524806,1,80,0.00348086,P_524806,111,0.00318995,121,0.0031279,P_524806
P_589137,W_12135,12,183;731;1671;2322;2671;3460;4744;5031;5970;5980;6466;6575,183,0.002091356263881408,P_666555,0,183,0.00209136,P_752344,183,0.00209136,183,0.00209136,P_347204,0,183,0.00209136,P_752344,183,0.00209136,183,0.00209136,P_347204,0,183,0.00209136,P_752344,183,0.00209136,183,0.00209136,P_347204,0,183,0.00209136,P_752344,183,0.00209136,183,0.00209136,P_162348,0,183,0.00209136,P_752344,183,0.00209136,183,0.00209136,P_162348,0,183,0.00209136,P_80275,183,0.00209136,183,0.00209136,P_162348,1,5,0.01830265,P_61190,3,0.02941376,1,0.08496932,P_291404,1,8,0.01205265,P_252688,6,0.01552487,1,0.08496932,P_291404
